Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
1.591,355.066,290.611,-3.553,290.916,3.559,13.496,-0.003,13.496,-0.011,13.326,0.212,28.61,-80.6,0.998,0.064,-2.06e-7,-0.006,1.222e-4,615.419,47.7,1.991,0.024,33.402,26.546,2.285,0.261,6.805e6,0,15.465,0.709,0.709,0.3,0.281,0.129,0.01,0.024,3.863e-4,0,0,0,0,-6.78e-5,0.001,3,7.069,86.134,6.767e-4,6.714,57.734,1000.557,1115.363,0.05,0.086
1.641,369.455,284.98,-3.45,285.274,3.458,14.152,-0.003,14.152,-0.011,12.946,0.238,28.61,-80.6,0.998,0.13,-4.924e-8,2.139e-4,-3.375e-5,615.419,47.7,1.991,0.024,33.378,26.546,2.278,0.256,6.671e6,0,14.855,0.709,0.709,0.3,0.281,0.129,0.021,0.048,-3.138e-4,0,0,0,0,1.029e-7,0.001,3,7.069,86.19,0.01,6.748,57.682,1000.043,1115.306,0.05,0.087
1.691,383.567,279.508,-3.356,279.791,3.361,14.79,-0.003,14.79,-0.011,12.584,0.196,28.61,-80.6,0.998,0.064,-9.579e-8,0.006,-1.036e-4,615.419,47.7,1.991,0.024,33.399,26.546,2.284,0.251,6.54e6,0,14.273,0.708,0.708,0.3,0.281,0.128,0.01,0.023,4.786e-4,0,0,0,0,8.182e-5,0.001,3,7.069,86.119,0.002,6.7,57.632,999.538,1115.251,0.05,0.087
1.741,397.409,274.18,-3.269,274.457,3.271,15.413,-0.003,15.413,-0.011,12.334,0.122,28.61,-80.6,0.998,0.073,-5.753e-8,-0.006,-2.995e-5,615.419,47.7,1.991,0.024,33.394,26.546,2.283,0.246,6.413e6,0,13.719,0.708,0.708,0.3,0.28,0.128,0.012,0.027,-3.149e-4,0,0,0,0,-7.815e-5,0.001,3,7.069,85.993,-0.002,6.468,57.583,999.043,1115.196,0.05,0.088
1.791,410.987,268.989,-3.184,269.265,3.185,16.026,-0.003,16.026,-0.011,12.187,0.082,28.61,-80.6,0.998,0.148,-1.043e-7,2.844e-4,6.78e-5,615.419,47.7,1.991,0.024,33.368,26.546,2.274,0.242,6.29e6,0,13.19,0.707,0.708,0.3,0.28,0.128,0.024,0.054,4.738e-4,0,0,0,0,2.041e-7,0.001,3,7.069,85.938,-0.003,6.155,57.534,998.558,1115.143,0.05,0.089
1.841,424.31,263.936,-3.097,264.211,3.1,16.631,-0.003,16.631,-0.011,12.031,0.128,28.61,-80.6,0.998,0.042,-1.488e-7,0.005,-1.211e-5,615.419,47.7,1.991,0.024,33.402,26.546,2.286,0.237,6.17e6,0,12.687,0.707,0.707,0.3,0.28,0.127,0.007,0.015,2.49e-4,0,0,0,0,7.855e-5,0.001,3,7.069,86.005,-0.006,6.213,57.487,998.082,1115.09,0.05,0.089
1.891,437.383,259.022,-3.015,259.29,3.019,17.227,-0.003,17.227,-0.011,11.783,0.169,28.61,-80.6,0.998,0.067,-6.708e-8,-0.005,1.622e-5,615.419,47.7,1.991,0.024,33.392,26.546,2.282,0.233,6.053e6,0,12.208,0.707,0.707,0.3,0.28,0.127,0.011,0.025,1.676e-4,0,0,0,0,-5.608e-5,0.001,3,7.069,86.11,-0.017,6.186,57.44,997.614,1115.039,0.05,0.09
1.941,450.214,254.235,-2.938,254.495,2.943,17.809,-0.003,17.809,-0.011,11.494,0.176,28.61,-80.6,0.998,0.1,-3.703e-8,-5.673e-4,-3.061e-5,615.419,47.7,1.991,0.024,33.38,26.546,2.278,0.229,5.94e6,0,11.749,0.706,0.706,0.3,0.279,0.127,0.016,0.036,-4.533e-4,0,0,0,0,-9.093e-7,0.001,3,7.069,86.158,-0.022,6.055,57.394,997.156,1114.988,0.05,0.091
1.991,462.809,249.567,-2.866,249.819,2.871,18.377,-0.004,18.377,-0.011,11.213,0.168,28.61,-80.6,0.998,0.096,-8.907e-8,0.004,-1.424e-5,615.419,47.7,1.991,0.024,33.381,26.546,2.278,0.224,5.829e6,0,11.312,0.706,0.706,0.3,0.279,0.127,0.015,0.035,-2.273e-4,0,0,0,0,4.094e-5,9.944e-4,3,7.069,86.123,-0.016,6.129,57.35,996.706,1114.938,0.05,0.092
2.041,475.173,245.011,-2.8,245.257,2.802,18.931,-0.004,18.931,-0.011,10.982,0.115,28.61,-80.6,0.998,0.026,-1.23e-7,-0.006,1.199e-4,615.419,47.7,1.991,0.024,33.403,26.546,2.286,0.22,5.721e6,0,10.892,0.705,0.705,0.3,0.279,0.126,0.004,0.009,-4.219e-4,0,0,0,0,-9.356e-5,9.763e-4,3,7.069,86.026,-0.005,5.905,57.305,996.264,1114.89,0.05,0.093
2.091,487.311,240.558,-2.736,240.802,2.737,19.476,-0.004,19.476,-0.011,10.842,0.07,28.61,-80.6,0.998,0.135,-3.828e-8,-0.002,4.371e-5,615.419,47.7,1.991,0.024,33.365,26.546,2.273,0.216,5.615e6,0,10.49,0.705,0.705,0.3,0.279,0.126,0.022,0.05,-2.025e-4,0,0,0,0,-1.222e-5,9.586e-4,3,7.069,85.949,0.01,5.579,57.262,995.83,1114.842,0.05,0.093
2.141,499.23,236.207,-2.672,236.451,2.673,20.016,-0.004,20.016,-0.011,10.741,0.068,28.61,-80.6,0.998,0.132,-6.932e-8,0.003,1.142e-4,615.419,47.7,1.991,0.024,33.365,26.546,2.273,0.212,5.512e6,0,10.106,0.705,0.705,0.3,0.279,0.126,0.021,0.048,-3.263e-5,0,0,0,0,3.948e-5,9.412e-4,3,7.069,85.967,0.021,5.349,57.22,995.404,1114.795,0.05,0.094
2.191,510.934,231.961,-2.607,232.202,2.61,20.549,-0.004,20.549,-0.011,10.577,0.14,28.61,-80.6,0.998,0.075,-5.754e-8,-0.005,1.245e-4,615.419,47.7,1.991,0.024,33.383,26.546,2.279,0.209,5.412e6,0,9.741,0.704,0.704,0.3,0.279,0.126,0.012,0.028,3.813e-4,0,0,0,0,-8.213e-5,9.243e-4,3,7.069,86.059,0.019,5.745,57.178,994.985,1114.749,0.05,0.095
2.241,522.428,227.818,-2.546,228.051,2.553,21.072,-0.004,21.072,-0.011,10.302,0.186,28.61,-80.6,0.998,0.222,-1.903e-8,9.62e-4,2.864e-5,615.419,47.7,1.991,0.024,33.333,26.546,2.263,0.205,5.315e6,0,9.392,0.704,0.704,0.3,0.278,0.125,0.036,0.081,4.654e-4,0,0,0,0,3.255e-6,9.078e-4,3,7.069,86.103,0.006,6.157,57.137,994.574,1114.704,0.05,0.097
2.291,533.717,223.769,-2.489,223.991,2.497,21.579,-0.004,21.579,-0.01,9.985,0.195,28.61,-80.6,0.998,0.26,-7.369e-8,0.01,1.21e-4,615.419,47.7,1.991,0.024,33.32,26.546,2.258,0.201,5.22e6,0,9.058,0.704,0.704,0.3,0.278,0.125,0.042,0.095,-4.132e-4,0,0,0,0,3.309e-4,8.916e-4,3,7.069,86.005,-0.01,6.695,57.097,994.171,1114.659,0.05,0.098
2.341,544.806,219.803,-2.442,220.019,2.444,22.071,-0.004,22.071,-0.01,9.744,0.093,28.61,-80.6,0.998,0.042,2.454e-8,-0.014,4.511e-4,615.419,47.7,1.991,0.024,33.392,26.546,2.282,0.198,5.125e6,0,8.73,0.704,0.704,0.3,0.278,0.125,0.007,0.016,-3.423e-4,0,0,0,0,-7.313e-4,8.758e-4,3,7.069,85.771,-0.023,6.306,57.057,993.774,1114.615,0.05,0.099
2.391,555.699,215.912,-2.394,216.127,2.394,22.556,-0.004,22.556,-0.01,9.644,0.052,28.61,-80.6,0.998,0.178,-1.011e-7,-0.009,1.325e-4,615.419,47.7,1.991,0.024,33.345,26.546,2.267,0.194,5.034e6,0,8.42,0.703,0.703,0.3,0.278,0.125,0.029,0.065,1.495e-4,0,0,0,0,-3.443e-4,8.603e-4,3,7.069,85.551,-0.024,6.428,57.018,993.385,1114.573,0.05,0.1
2.441,566.399,212.1,-2.345,212.316,2.345,23.036,-0.004,23.036,-0.01,9.573,0.046,28.61,-80.6,0.998,0.2,-8.713e-9,-0.003,4.52e-5,615.419,47.7,1.991,0.024,33.337,26.546,2.264,0.191,4.944e6,0,8.122,0.703,0.703,0.3,0.278,0.125,0.032,0.073,3.796e-4,0,0,0,0,-4.954e-5,8.452e-4,3,7.069,85.436,-0.014,6.599,56.98,993.002,1114.53,0.05,0.102
2.491,576.91,208.367,-2.296,208.583,2.297,23.513,-0.004,23.513,-0.01,9.487,0.064,28.61,-80.6,0.998,0.136,-5.875e-8,0.002,8.435e-5,615.419,47.7,1.991,0.024,33.358,26.546,2.271,0.188,4.857e6,0,7.834,0.703,0.703,0.301,0.278,0.125,0.022,0.049,1.841e-4,0,0,0,0,1.217e-5,8.303e-4,3,7.069,85.429,4.308e-4,6.678,56.943,992.627,1114.489,0.05,0.103
2.541,587.237,204.713,-2.248,204.927,2.25,23.984,-0.004,23.984,-0.01,9.37,0.079,28.61,-80.6,0.998,0.072,-8.638e-9,0.005,1.199e-4,615.419,47.7,1.991,0.024,33.379,26.546,2.278,0.184,4.77e6,0,7.557,0.702,0.702,0.301,0.278,0.124,0.011,0.026,3.395e-4,0,0,0,0,9.525e-5,8.158e-4,3,7.069,85.494,0.013,6.512,56.906,992.257,1114.448,0.05,0.104
2.591,597.383,201.134,-2.201,201.345,2.204,24.449,-0.004,24.449,-0.01,9.211,0.12,28.61,-80.6,0.998,0.094,-8.431e-8,-0.005,1.1e-4,615.419,47.7,1.991,0.024,33.37,26.546,2.275,0.181,4.686e6,0,7.292,0.702,0.702,0.301,0.277,0.124,0.015,0.035,3.479e-4,0,0,0,0,-9.716e-5,8.015e-4,3,7.069,85.587,0.017,6.667,56.87,991.895,1114.408,0.05,0.105
2.641,607.351,197.629,-2.157,197.834,2.162,24.904,-0.004,24.904,-0.01,8.995,0.139,28.61,-80.6,0.998,0.185,-5.603e-8,-4.737e-4,1.631e-5,615.419,47.7,1.991,0.024,33.339,26.546,2.265,0.178,4.604e6,0,7.037,0.702,0.702,0.301,0.277,0.124,0.03,0.068,4.474e-4,0,0,0,0,-1.048e-6,7.875e-4,3,7.069,85.637,0.013,6.75,56.834,991.538,1114.369,0.05,0.105
2.691,617.147,194.192,-2.117,194.39,2.121,25.349,-0.004,25.349,-0.01,8.769,0.138,28.61,-80.6,0.998,0.197,-7.623e-8,0.005,2.112e-5,615.419,47.7,1.991,0.024,33.335,26.546,2.263,0.175,4.523e6,0,6.791,0.702,0.702,0.301,0.277,0.124,0.032,0.071,-3.842e-5,0,0,0,0,9.932e-5,7.738e-4,3,7.069,85.598,0.004,6.861,56.799,991.188,1114.331,0.05,0.106
2.741,626.772,190.818,-2.079,191.01,2.082,25.782,-0.004,25.782,-0.009,8.562,0.116,28.61,-80.6,0.998,0.119,-3.314e-8,0.009,2.796e-5,615.419,47.7,1.991,0.024,33.36,26.546,2.271,0.172,4.444e6,0,6.554,0.702,0.702,0.301,0.277,0.124,0.019,0.043,3.521e-4,0,0,0,0,3.728e-4,7.603e-4,3,7.069,85.472,-0.002,6.944,56.765,990.844,1114.293,0.05,0.107
2.791,636.229,187.502,-2.044,187.691,2.045,26.206,-0.004,26.206,-0.009,8.413,0.069,28.61,-80.6,0.998,0.071,-4.519e-8,-0.009,4.078e-5,615.419,47.7,1.991,0.024,33.375,26.546,2.277,0.169,4.365e6,0,6.324,0.701,0.701,0.301,0.277,0.124,0.011,0.027,-4.135e-4,0,0,0,0,-4.526e-4,7.471e-4,3,7.069,85.301,-0.001,6.743,56.731,990.506,1114.255,0.05,0.108
2.841,645.523,184.241,-2.009,184.429,2.01,26.624,-0.004,26.624,-0.009,8.323,0.05,28.61,-80.6,0.998,0.155,-6.892e-8,-0.006,2.004e-5,615.419,47.7,1.991,0.024,33.347,26.546,2.267,0.166,4.289e6,0,6.104,0.701,0.701,0.301,0.277,0.124,0.025,0.056,-3.152e-4,0,0,0,0,-2.133e-4,7.341e-4,3,7.069,85.156,0.002,6.771,56.698,990.174,1114.219,0.05,0.108
2.891,654.655,181.037,-1.974,181.225,1.974,27.038,-0.004,27.038,-0.009,8.241,0.056,28.61,-80.6,0.998,0.128,-3.943e-8,-0.003,-2.349e-6,615.419,47.7,1.991,0.024,33.355,26.546,2.27,0.163,4.214e6,0,5.892,0.701,0.701,0.301,0.277,0.123,0.021,0.046,-4.407e-4,0,0,0,0,-5.215e-5,7.214e-4,3,7.069,85.074,0.006,6.952,56.665,989.847,1114.183,0.05,0.109
2.941,663.627,177.892,-1.938,178.077,1.939,27.448,-0.004,27.448,-0.009,8.131,0.082,28.61,-80.6,0.998,0.002,-3.867e-8,-0.001,-4.556e-4,615.419,47.7,1.991,0.024,33.397,26.546,2.284,0.16,4.141e6,0,5.688,0.701,0.701,0.301,0.277,0.123,2.573e-4,1.024e-4,-4.909e-4,0,0,0,0,-1.244e-5,7.089e-4,3,7.069,85.038,0.008,7.318,56.633,989.527,1114.147,0.05,0.11
2.991,672.445,174.802,-1.905,174.984,1.906,27.851,-0.004,27.851,-0.009,7.997,0.08,28.61,-80.6,0.998,8.758e-4,-5.334e-8,0,0,615.419,47.7,1.991,0.024,33.397,26.546,2.284,0.157,4.068e6,0,5.49,0.701,0.701,0.301,0.277,0.123,1.398e-4,1.086e-4,-1.629e-5,0,0,0,0,0,6.966e-4,3,7.069,85.01,0.01,7.27,56.602,989.211,1114.113,0.05,0.111
3.041,681.108,171.763,-1.874,171.943,1.875,28.248,-0.004,28.248,-0.008,7.875,0.071,28.61,-80.6,0.998,0.031,-5.278e-8,-0.001,-1.624e-5,615.419,47.7,1.991,0.024,33.386,26.546,2.28,0.155,3.997e6,0,5.298,0.7,0.7,0.301,0.276,0.123,0.005,0.012,4.791e-4,0,0,0,0,-1.213e-5,6.844e-4,3,7.069,84.981,0.011,7.112,56.571,988.902,1114.079,0.05,0.111
3.091,689.622,168.772,-1.844,168.951,1.845,28.639,-0.004,28.639,-0.008,7.776,0.052,28.61,-80.6,0.998,0.117,-5.243e-8,-2.048e-5,-2.991e-5,615.419,47.7,1.991,0.024,33.357,26.546,2.27,0.152,3.926e6,0,5.112,0.7,0.7,0.301,0.276,0.123,0.019,0.042,-3.211e-4,0,0,0,0,0,6.725e-4,3,7.069,84.966,0.007,6.736,56.541,988.597,1114.045,0.05,0.112
3.141,697.987,165.83,-1.814,166.008,1.815,29.025,-0.004,29.025,-0.008,7.686,0.064,28.61,-80.6,0.998,0.046,-4.974e-8,0.002,-1.134e-5,615.419,47.7,1.991,0.024,33.38,26.546,2.278,0.149,3.857e6,0,4.933,0.7,0.7,0.301,0.276,0.123,0.007,0.016,2.042e-4,0,0,0,0,2.317e-5,6.608e-4,3,7.069,84.985,0.003,6.732,56.511,988.298,1114.012,0.05,0.113
3.191,706.205,162.935,-1.786,163.112,1.786,29.407,-0.004,29.407,-0.008,7.59,0.052,28.61,-80.6,0.998,0.093,-6.382e-8,0.003,-3.572e-5,615.419,47.7,1.991,0.024,33.364,26.546,2.273,0.147,3.788e6,0,4.759,0.7,0.7,0.301,0.276,0.123,0.015,0.034,-4.146e-4,0,0,0,0,5.109e-5,6.493e-4,3,7.069,85.026,0.001,6.326,56.482,988.005,1113.98,0.05,0.118
3.241,714.281,160.086,-1.757,160.262,1.758,29.784,-0.004,29.784,-0.007,7.499,0.065,28.61,-80.6,0.998,0.004,-4.751e-8,0.004,-5.67e-4,615.419,47.7,1.991,0.024,33.394,26.546,2.283,0.144,3.722e6,0,4.593,0.7,0.7,0.301,0.276,0.123,6.089e-4,0.002,3.201e-4,0,0,0,0,1.097e-4,6.38e-4,3,7.069,85.089,-0.001,6.247,56.453,987.716,1113.948,0.05,0.12
3.291,722.215,157.281,-1.731,157.455,1.732,30.157,-0.004,30.157,-0.007,7.403,0.049,28.61,-80.6,0.998,0.082,-4.666e-8,0.004,-5.61e-5,615.419,47.7,1.991,0.024,33.367,26.546,2.274,0.142,3.655e6,0,4.429,0.7,0.7,0.301,0.276,0.123,0.013,0.03,1.277e-4,0,0,0,0,1.362e-4,6.268e-4,3,7.069,85.162,-0.004,5.679,56.424,987.432,1113.917,0.05,0.121
3.341,730.01,154.519,-1.703,154.692,1.705,30.525,-0.004,30.525,-0.007,7.308,0.076,28.61,-80.6,0.998,0.104,-5.245e-8,-0.005,-3.265e-5,615.419,47.7,1.991,0.024,33.359,26.546,2.271,0.139,3.591e6,0,4.274,0.699,0.7,0.301,0.276,0.123,0.017,0.038,-2.318e-4,0,0,0,0,-1.695e-4,6.158e-4,3,7.069,85.248,-0.005,5.825,56.397,987.154,1113.886,0.05,0.122
3.391,737.667,151.801,-1.677,151.97,1.679,30.887,-0.004,30.887,-0.007,7.171,0.089,28.61,-80.6,0.998,0.206,-5.558e-8,-0.002,-1.194e-5,615.419,47.7,1.991,0.024,33.325,26.546,2.26,0.137,3.527e6,0,4.125,0.699,0.699,0.301,0.276,0.122,0.033,0.074,3.386e-5,0,0,0,0,-2.63e-5,6.05e-4,3,7.069,85.308,-0.003,5.848,56.369,986.88,1113.856,0.05,0.122
3.441,745.19,149.123,-1.653,149.288,1.655,31.242,-0.004,31.242,-0.007,7.028,0.086,28.61,-80.6,0.998,0.21,-4.996e-8,0.001,-3.764e-5,615.419,47.7,1.991,0.024,33.323,26.546,2.259,0.134,3.464e6,0,3.979,0.699,0.699,0.301,0.276,0.122,0.034,0.076,-2.19e-4,0,0,0,0,1.498e-5,5.943e-4,3,7.069,85.312,0.002,5.754,56.343,986.611,1113.826,0.05,0.124
3.491,752.58,146.483,-1.629,146.645,1.632,31.59,-0.004,31.59,-0.007,6.883,0.096,28.61,-80.6,0.998,0.291,-5.818e-8,0.005,-3.044e-5,615.419,47.7,1.991,0.024,33.296,26.546,2.25,0.132,3.403e6,0,3.84,0.699,0.699,0.301,0.276,0.122,0.047,0.106,1.125e-4,0,0,0,0,2.02e-4,5.838e-4,3,7.069,85.255,0.008,6.027,56.316,986.347,1113.797,0.05,0.124
3.541,759.839,143.881,-1.606,144.038,1.609,31.93,-0.004,31.93,-0.007,6.724,0.1,28.61,-80.6,0.998,0.332,-5.437e-8,0.009,-2.841e-5,615.419,47.7,1.991,0.024,33.282,26.546,2.245,0.13,3.343e6,0,3.705,0.699,0.699,0.301,0.276,0.122,0.054,0.12,7.521e-5,0,0,0,0,7.784e-4,5.734e-4,3,7.069,85.125,0.012,6.392,56.29,986.087,1113.768,0.05,0.126
3.591,766.969,141.315,-1.584,141.467,1.588,32.262,-0.004,32.262,-0.006,6.559,0.105,28.61,-80.6,0.998,0.381,-8.785e-8,0.014,-3.618e-5,615.419,47.7,1.991,0.024,33.265,26.546,2.24,0.127,3.284e6,0,3.576,0.699,0.699,0.301,0.276,0.122,0.062,0.137,4.864e-4,0,0,0,0,0.002,5.631e-4,3,7.069,84.911,0.013,6.978,56.265,985.832,1113.74,0.05,0.127
3.641,773.971,138.782,-1.566,138.93,1.567,32.586,-0.004,32.586,-0.006,6.421,0.061,28.61,-80.6,0.998,0.052,-6.941e-8,0.018,-1.559e-4,615.419,47.7,1.991,0.024,33.374,26.546,2.276,0.125,3.224e6,0,3.446,0.699,0.699,0.301,0.276,0.122,0.008,0.016,-2.49e-4,0,0,0,0,0.003,5.53e-4,3,7.069,84.618,0.011,6.77,56.24,985.582,1113.713,0.05,0.129
3.691,780.848,136.275,-1.549,136.424,1.549,32.905,-0.004,32.905,-0.006,6.356,0.025,28.61,-80.6,0.998,0.242,-5.063e-8,-0.016,-3.612e-5,615.419,47.7,1.991,0.024,33.311,26.546,2.255,0.123,3.166e6,0,3.322,0.699,0.699,0.301,0.276,0.122,0.039,0.09,-2.164e-4,0,0,0,0,-0.002,5.431e-4,3,7.069,84.312,0.006,6.621,56.215,985.336,1113.686,0.05,0.13
3.741,787.599,133.797,-1.531,133.947,1.531,33.223,-0.003,33.223,-0.006,6.332,0.009,28.61,-80.6,0.998,0.384,-4.26e-8,-0.012,-2.354e-5,615.419,47.7,1.991,0.024,33.263,26.546,2.239,0.121,3.108e6,0,3.203,0.699,0.699,0.301,0.275,0.122,0.062,0.14,3.992e-4,0,0,0,0,-0.001,5.332e-4,3,7.069,84.059,6.053e-4,6.676,56.191,985.095,1113.659,0.05,0.131
3.791,794.228,131.35,-1.512,131.501,1.512,33.539,-0.003,33.539,-0.006,6.316,0.015,28.61,-80.6,0.998,0.342,-3.755e-8,-0.007,-1.566e-5,615.419,47.7,1.991,0.024,33.277,26.546,2.244,0.119,3.052e6,0,3.088,0.698,0.699,0.301,0.275,0.122,0.055,0.124,-2.152e-4,0,0,0,0,-5.778e-4,5.235e-4,3,7.069,83.887,-0.005,6.958,56.168,984.858,1113.633,0.05,0.133
3.841,800.735,128.932,-1.494,129.086,1.494,33.854,-0.003,33.854,-0.006,6.3,0.003,28.61,-80.6,0.998,0.448,-4.759e-8,-0.003,-1.89e-6,615.419,47.7,1.991,0.024,33.242,26.546,2.232,0.116,2.995e6,0,2.975,0.698,0.699,0.301,0.275,0.122,0.073,0.163,-8.457e-5,0,0,0,0,-1.106e-4,5.139e-4,3,7.069,83.792,-0.008,6.702,56.144,984.625,1113.607,0.05,0.134
3.891,807.122,126.543,-1.475,126.7,1.475,34.169,-0.003,34.169,-0.006,6.295,0.007,28.61,-80.6,0.998,0.412,-5.416e-8,0.002,-1.323e-5,615.419,47.7,1.991,0.024,33.253,26.546,2.236,0.114,2.94e6,0,2.865,0.698,0.699,0.301,0.275,0.122,0.067,0.149,2.875e-5,0,0,0,0,3.75e-5,5.044e-4,3,7.069,83.783,-0.01,6.569,56.122,984.397,1113.582,0.05,0.135
3.941,813.39,124.186,-1.455,124.344,1.456,34.483,-0.003,34.483,-0.005,6.268,0.029,28.61,-80.6,0.998,0.199,-5.529e-8,0.005,-2.298e-5,615.419,47.7,1.991,0.024,33.323,26.546,2.259,0.112,2.885e6,0,2.759,0.698,0.698,0.301,0.275,0.122,0.032,0.072,-4.796e-4,0,0,0,0,3.126e-4,4.95e-4,3,7.069,83.85,-0.008,6.682,56.099,984.173,1113.558,0.05,0.136
3.991,819.541,121.861,-1.436,122.019,1.437,34.795,-0.003,34.795,-0.005,6.203,0.05,28.61,-80.6,0.998,0.035,-4.626e-8,-0.006,-1.406e-4,615.419,47.7,1.991,0.024,33.378,26.546,2.277,0.11,2.831e6,0,2.657,0.698,0.698,0.301,0.275,0.122,0.006,0.013,-1.261e-4,0,0,0,0,-4.29e-4,4.858e-4,3,7.069,83.954,-0.005,6.788,56.077,983.953,1113.533,0.05,0.137
4.041,825.576,119.565,-1.419,119.722,1.42,35.103,-0.003,35.103,-0.005,6.116,0.054,28.61,-80.6,0.998,0.105,-4.799e-8,-0.005,-3.992e-5,615.419,47.7,1.991,0.024,33.354,26.546,2.27,0.108,2.778e6,0,2.557,0.698,0.698,0.301,0.275,0.122,0.017,0.039,4.883e-4,0,0,0,0,-3.269e-4,4.766e-4,3,7.069,84.055,7.011e-4,6.56,56.056,983.737,1113.51,0.05,0.137
4.091,831.498,117.296,-1.402,117.451,1.403,35.407,-0.003,35.407,-0.005,6.025,0.059,28.61,-80.6,0.998,0.182,-4.398e-8,-0.004,-3.187e-5,615.419,47.7,1.991,0.024,33.328,26.546,2.261,0.106,2.724e6,0,2.46,0.698,0.698,0.301,0.275,0.121,0.029,0.066,-4.828e-4,0,0,0,0,-1.921e-4,4.676e-4,3,7.069,84.136,0.008,6.399,56.035,983.526,1113.486,0.05,0.138
4.141,837.306,115.054,-1.386,115.206,1.387,35.705,-0.003,35.705,-0.005,5.921,0.07,28.61,-80.6,0.998,0.335,-4.502e-8,-0.002,-2.851e-5,615.419,47.7,1.991,0.024,33.277,26.546,2.244,0.104,2.672e6,0,2.367,0.698,0.698,0.301,0.275,0.121,0.054,0.121,8.156e-5,0,0,0,0,-3.089e-5,4.586e-4,3,7.069,84.185,0.015,6.48,56.014,983.318,1113.463,0.05,0.139
4.191,843.004,112.837,-1.37,112.987,1.372,35.999,-0.003,35.999,-0.005,5.805,0.072,28.61,-80.6,0.998,0.384,-4.201e-8,0.002,-2.405e-5,615.419,47.7,1.991,0.024,33.261,26.546,2.238,0.102,2.621e6,0,2.277,0.698,0.698,0.301,0.275,0.121,0.062,0.139,4.705e-4,0,0,0,0,4.368e-5,4.498e-4,3,7.069,84.183,0.02,6.458,55.994,983.114,1113.441,0.05,0.139
4.241,848.591,110.644,-1.357,110.79,1.358,36.286,-0.003,36.286,-0.005,5.698,0.058,28.61,-80.6,0.998,0.249,-5.099e-8,0.005,-4.221e-5,615.419,47.7,1.991,0.024,33.305,26.546,2.253,0.1,2.569e6,0,2.188,0.698,0.698,0.301,0.275,0.121,0.04,0.09,1.93e-4,0,0,0,0,3.016e-4,4.411e-4,3,7.069,84.124,0.022,6.172,55.974,982.915,1113.419,0.05,0.14
4.291,854.068,108.472,-1.343,108.617,1.344,36.569,-0.003,36.569,-0.005,5.605,0.06,28.61,-80.6,0.998,0.294,-5.458e-8,0.006,-3.85e-5,615.419,47.7,1.991,0.024,33.29,26.546,2.248,0.098,2.519e6,0,2.103,0.697,0.698,0.301,0.275,0.121,0.047,0.106,-6.623e-6,0,0,0,0,6.472e-4,4.324e-4,3,7.069,84.025,0.022,6.311,55.954,982.719,1113.397,0.05,0.141
4.341,859.438,106.323,-1.329,106.466,1.33,36.846,-0.003,36.846,-0.005,5.508,0.059,28.61,-80.6,0.998,0.297,-6.154e-8,0.009,-3.48e-5,615.419,47.7,1.991,0.024,33.289,26.546,2.248,0.096,2.47e6,0,2.021,0.697,0.698,0.301,0.275,0.121,0.048,0.107,1.947e-4,0,0,0,0,0.001,4.238e-4,3,7.069,83.886,0.021,6.441,55.935,982.527,1113.376,0.05,0.142
4.391,864.701,104.195,-1.317,104.336,1.318,37.12,-0.003,37.12,-0.005,5.426,0.041,28.61,-80.6,0.998,0.076,-3.609e-8,0.01,-1.25e-4,615.419,47.7,1.991,0.024,33.362,26.546,2.272,0.094,2.42e6,0,1.94,0.697,0.697,0.301,0.275,0.121,0.012,0.026,-1.711e-5,0,0,0,0,0.002,4.154e-4,3,7.069,83.71,0.017,6.196,55.916,982.339,1113.355,0.05,0.142
4.441,869.858,102.085,-1.306,102.226,1.306,37.39,-0.003,37.39,-0.004,5.372,0.028,28.61,-80.6,0.998,0.106,-3.435e-8,-0.01,-8.512e-5,615.419,47.7,1.991,0.024,33.352,26.546,2.269,0.092,2.37e6,0,1.862,0.697,0.697,0.301,0.275,0.121,0.017,0.04,4.942e-4,0,0,0,0,-0.002,4.07e-4,3,7.069,83.523,0.013,6.021,55.898,982.154,1113.335,0.05,0.143
