Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (m),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers,Mach number,Reynolds number ,Thrust (N),Drag force (N),Drag coefficient,Axial drag coefficient,Friction drag coefficient,Pressure drag coefficient,Base drag coefficient,Normal force coefficient,Pitch moment coefficient,Yaw moment coefficient,Side force coefficient,Roll moment coefficient,Roll forcing coefficient,Roll damping coefficient,Pitch damping coefficient,Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s),Air_density(kg/m^3),cross sectional area(m)
62.3,116.7508968,-9.300362400000001,0.037,65.873,0.046,-2937.559,3.763,895.3685928000001,179.927,58.379,0.027,28.61,-80.609,0.998,156.004,-4.218e-07,0.0005365,7.007e-06,612.886,130.0,2.105,0.021,37.732,28.454,3.093,0.055,1417000.0,0.0,-0.818,0.696,-0.861,0.301,0.274,0.12,6.495,-0.147,-0.0004793,0.0,0.0,0.0,0.0,1.424e-05,0.0002913,3.0,7.069,6.073,-0.183,5.671,58.623,999.582,1116.346,0.05,0.378,1.22264,0.19558
62.35,116.2863816,-9.283903200000001,0.029,65.811,0.038,-2940.476,3.771,896.2579992,179.927,58.338,0.025,28.61,-80.609,0.998,155.777,-4.214e-07,-0.0008671,1.165e-05,612.886,130.0,2.105,0.021,37.685,28.454,3.077,0.054,1405000.0,0.0,-0.802,0.696,-0.859,0.301,0.274,0.12,6.559,-0.283,6.544e-05,0.0,0.0,0.0,0.0,-3.785e-05,0.000291,3.0,7.069,6.074,-0.183,6.21,58.629,999.637,1116.352,0.05,0.378,1.22264,0.19558
62.4,115.82247600000001,-9.2717112,0.021,65.758,0.031,-2943.392,3.779,897.146796,179.926,58.299,0.023,28.61,-80.609,0.998,155.583,-4.228e-07,-0.003,1.079e-05,612.886,130.0,2.105,0.021,37.644,28.454,3.063,0.054,1393000.0,0.0,-0.787,0.696,-0.856,0.301,0.274,0.12,6.615,-0.4,2.448e-05,0.0,0.0,0.0,0.0,-0.0004706,0.0002908,3.0,7.069,6.108,-0.183,6.714,58.634,999.691,1116.358,0.05,0.379,1.22264,0.19558
62.45,115.35918000000001,-9.262262400000001,0.017,65.712,0.028,-2946.306,3.787,898.0349832,179.926,58.263,0.022,28.61,-80.609,0.998,155.717,-4.195e-07,-0.005,1.092e-05,612.886,130.0,2.105,0.021,37.672,28.454,3.073,0.054,1394000.0,0.0,-0.789,0.696,-0.858,0.301,0.274,0.12,6.576,-0.317,-0.0002195,0.0,0.0,0.0,0.0,-0.001,0.0002906,3.0,7.069,6.184,-0.183,6.606,58.64,999.745,1116.364,0.05,0.379,1.22264,0.19558
62.5,114.8961888,-9.255252,0.012,65.67,0.024,-2949.219,3.795,898.9225608,179.926,58.228,0.021,28.61,-80.609,0.998,155.887,-4.193e-07,-0.007,1.071e-05,612.886,130.0,2.105,0.021,37.707,28.454,3.085,0.054,1396000.0,0.0,-0.793,0.696,-0.86,0.301,0.274,0.12,6.528,-0.215,0.0003064,0.0,0.0,0.0,0.0,-0.002,0.0002904,3.0,7.069,6.296,-0.184,6.489,58.645,999.799,1116.37,0.05,0.379,1.22264,0.19558
62.55,114.43380720000002,-9.2509848,0.005,65.634,0.021,-2952.129,3.803,899.8098336,179.926,58.195,0.02,28.61,-80.609,0.998,156.044,-4.189e-07,-0.008,7.682e-06,612.886,130.0,2.105,0.021,37.74,28.454,3.095,0.054,1396000.0,0.0,-0.795,0.696,-0.862,0.301,0.274,0.12,6.484,-0.12,-7.312e-05,0.0,0.0,0.0,0.0,-0.003,0.0002903,3.0,7.069,6.432,-0.184,6.436,58.651,999.853,1116.376,0.05,0.379,1.22264,0.19558
62.6,113.97112080000001,-9.249765600000002,-0.001,65.605,0.018,-2955.038,3.811,900.6964968000001,179.926,58.164,0.018,28.61,-80.609,0.998,156.185,-4.264e-07,-0.009,1.147e-05,612.886,130.0,2.105,0.021,37.769,28.454,3.105,0.054,1396000.0,0.0,-0.796,0.696,-0.863,0.301,0.274,0.12,6.444,-0.035,-0.000166,0.0,0.0,0.0,0.0,-0.004,0.0002901,3.0,7.069,6.582,-0.184,6.431,58.656,999.908,1116.382,0.05,0.38,1.22264,0.19558
62.65,113.50873920000001,-9.2528136,-0.01,65.585,0.018,-2957.946,3.819,901.5825504000001,179.926,58.137,0.015,28.61,-80.609,0.998,156.169,-4.276e-07,-0.009,1.198e-05,612.886,130.0,2.105,0.021,37.766,28.454,3.104,0.053,1389000.0,0.0,-0.788,0.696,-0.863,0.301,0.274,0.12,6.449,-0.045,-7.619e-05,0.0,0.0,0.0,0.0,-0.004,0.00029,3.0,7.069,6.738,-0.184,6.743,58.662,999.962,1116.388,0.05,0.38,1.22264,0.19558
62.7,113.045748,-9.2586048,-0.014,65.573,0.02,-2960.852,3.827,902.4682991999999,179.926,58.113,0.015,28.61,-80.609,0.998,156.419,-4.214e-07,-0.009,7.996e-06,612.886,130.0,2.105,0.021,37.818,28.454,3.121,0.054,1394000.0,0.0,-0.796,0.696,-0.866,0.301,0.274,0.12,6.379,0.105,-0.0002297,0.0,0.0,0.0,0.0,-0.004,0.00029,3.0,7.069,6.895,-0.184,6.492,58.667,1000.016,1116.394,0.05,0.38,1.22264,0.19558
62.75,112.5827568,-9.2665296,-0.019,65.566,0.023,-2963.757,3.835,903.3537432,179.926,58.091,0.013,28.61,-80.609,0.998,156.522,-4.238e-07,-0.008,1.027e-05,612.886,130.0,2.105,0.021,37.839,28.454,3.128,0.054,1393000.0,0.0,-0.796,0.696,-0.867,0.301,0.274,0.12,6.35,0.166,-0.0001971,0.0,0.0,0.0,0.0,-0.003,0.0002899,3.0,7.069,7.042,-0.184,6.519,58.673,1000.07,1116.4,0.05,0.38,1.22264,0.19558
62.8,112.11915600000002,-9.2759784,-0.018,65.561,0.023,-2966.661,3.843,904.2388824000001,179.926,58.07,0.013,28.61,-80.609,0.998,156.885,-4.217e-07,-0.006,9.761e-06,612.886,130.0,2.105,0.021,37.914,28.454,3.153,0.054,1405000.0,0.0,-0.813,0.696,-0.871,0.301,0.274,0.12,6.249,0.38,4.199e-06,0.0,0.0,0.0,0.0,-0.002,0.0002899,3.0,7.069,7.167,-0.184,5.949,58.678,1000.124,1116.406,0.05,0.38,1.22264,0.19558
62.85,111.6552504,-9.286036800000002,-0.023,65.559,0.025,-2969.564,3.851,905.1237168,179.926,58.05,0.011,28.61,-80.609,0.998,156.788,-4.195e-07,-0.004,7.379e-06,612.886,130.0,2.105,0.021,37.894,28.454,3.147,0.054,1398000.0,0.0,-0.805,0.696,-0.87,0.301,0.274,0.12,6.276,0.321,-0.0003062,0.0,0.0,0.0,0.0,-0.0007096,0.0002899,3.0,7.069,7.254,-0.185,6.26,58.683,1000.179,1116.412,0.05,0.381,1.22264,0.19558
62.9,111.19043040000001,-9.297619200000002,-0.024,65.562,0.026,-2972.466,3.859,906.0082464,179.926,58.034,0.01,28.61,-80.609,0.998,156.714,-4.217e-07,-0.002,7.506e-06,612.886,130.0,2.105,0.021,37.879,28.454,3.142,0.054,1395000.0,0.0,-0.8,0.696,-0.869,0.301,0.274,0.12,6.296,0.277,0.0002157,0.0,0.0,0.0,0.0,-0.0001723,0.0002899,3.0,7.069,7.304,-0.185,6.433,58.689,1000.233,1116.418,0.05,0.381,1.22264,0.19558
62.95,110.7253056,-9.308896800000001,-0.021,65.566,0.024,-2975.367,3.867,906.892776,179.926,58.018,0.01,28.61,-80.609,0.998,156.801,-4.216e-07,9.071e-05,8.105e-06,612.886,130.0,2.105,0.021,37.897,28.454,3.148,0.054,1400000.0,0.0,-0.807,0.696,-0.87,0.301,0.274,0.12,6.272,0.328,-0.0004056,0.0,0.0,0.0,0.0,4.174e-07,0.0002899,3.0,7.069,7.32,-0.185,6.208,58.694,1000.288,1116.424,0.05,0.381,1.22264,0.19558
63,110.25957120000001,-9.31926,-0.021,65.568,0.023,-2978.268,3.875,907.776696,179.925,58.003,0.009,28.61,-80.609,0.998,156.638,-4.21e-07,0.002,7.185e-06,612.886,130.0,2.105,0.021,37.863,28.454,3.136,0.054,1395000.0,0.0,-0.8,0.696,-0.868,0.301,0.274,0.12,6.318,0.231,0.0004769,0.0,0.0,0.0,0.0,0.000177,0.0002899,3.0,7.069,7.301,-0.185,6.435,58.7,1000.342,1116.43,0.05,0.381,1.22264,0.19558
63.05,109.793532,-9.328404,-0.016,65.568,0.019,-2981.168,3.883,908.6606160000001,179.925,57.988,0.01,28.61,-80.609,0.998,156.646,-4.194e-07,0.003,7.469e-06,612.886,130.0,2.105,0.021,37.865,28.454,3.137,0.054,1399000.0,0.0,-0.804,0.696,-0.868,0.301,0.274,0.12,6.315,0.236,-7.315e-05,0.0,0.0,0.0,0.0,0.0005692,0.0002898,3.0,7.069,7.254,-0.185,6.255,58.705,1000.397,1116.436,0.05,0.382,1.22264,0.19558
63.1,109.32688320000001,-9.335719200000002,-0.014,65.566,0.017,-2984.067,3.891,909.5442312,179.925,57.972,0.009,28.61,-80.609,0.998,156.395,-4.216e-07,0.004,9.466e-06,612.886,130.0,2.105,0.021,37.813,28.454,3.12,0.054,1393000.0,0.0,-0.795,0.696,-0.866,0.301,0.274,0.12,6.385,0.086,-0.0001127,0.0,0.0,0.0,0.0,0.0009757,0.0002898,3.0,7.069,7.183,-0.185,6.57,58.711,1000.451,1116.442,0.05,0.382,1.22264,0.19558
63.15,108.8599296,-9.341815200000001,-0.01,65.562,0.014,-2986.965,3.899,910.4275416,179.925,57.957,0.01,28.61,-80.609,0.998,156.249,-4.235e-07,0.005,6.35e-06,612.886,130.0,2.105,0.021,37.783,28.454,3.11,0.054,1391000.0,0.0,-0.791,0.696,-0.864,0.301,0.274,0.12,6.426,-0.001,0.0003781,0.0,0.0,0.0,0.0,0.001,0.0002898,3.0,7.069,7.101,-0.185,6.65,58.716,1000.506,1116.448,0.05,0.382,1.22264,0.19558
63.2,108.39267120000001,-9.3460824,-0.007,65.554,0.012,-2989.862,3.908,911.310852,179.925,57.941,0.01,28.61,-80.609,0.998,156.115,-4.222e-07,0.004,6.344e-06,612.886,130.0,2.105,0.021,37.755,28.454,3.1,0.053,1390000.0,0.0,-0.788,0.696,-0.863,0.301,0.274,0.12,6.464,-0.081,-0.0002549,0.0,0.0,0.0,0.0,0.0009817,0.0002897,3.0,7.069,7.019,-0.186,6.717,58.722,1000.561,1116.454,0.05,0.382,1.22264,0.19558
63.25,107.9254128,-9.3476064,7.595e-05,65.541,0.013,-2992.759,3.916,912.1935528,179.925,57.923,0.013,28.61,-80.609,0.998,156.249,-4.215e-07,0.004,4.488e-06,612.886,130.0,2.105,0.021,37.783,28.454,3.11,0.054,1399000.0,0.0,-0.8,0.696,-0.864,0.301,0.274,0.12,6.426,-0.002,-0.0004737,0.0,0.0,0.0,0.0,0.0008598,0.0002897,3.0,7.069,6.944,-0.186,6.26,58.727,1000.615,1116.46,0.05,0.383,1.22264,0.19558
63.3,107.45784960000002,-9.3476064,4.949e-05,65.523,0.012,-2995.654,3.924,913.0762536000001,179.925,57.903,0.012,28.61,-80.609,0.998,155.994,-4.197e-07,0.004,6.553e-06,612.886,130.0,2.105,0.021,37.73,28.454,3.092,0.054,1391000.0,0.0,-0.788,0.696,-0.861,0.301,0.274,0.12,6.498,-0.154,-0.0002468,0.0,0.0,0.0,0.0,0.000671,0.0002896,3.0,7.069,6.873,-0.186,6.62,58.733,1000.67,1116.467,0.05,0.383,1.22264,0.19558
63.35,106.99059120000001,-9.346996800000001,0.002,65.505,0.012,-2998.549,3.932,913.9586496000001,179.925,57.883,0.012,28.61,-80.609,0.998,155.9,-4.226e-07,0.002,2.633e-06,612.886,130.0,2.105,0.021,37.71,28.454,3.085,0.053,1390000.0,0.0,-0.786,0.696,-0.86,0.301,0.274,0.12,6.524,-0.21,-0.0002484,0.0,0.0,0.0,0.0,0.0003159,0.0002895,3.0,7.069,6.818,-0.186,6.681,58.738,1000.725,1116.473,0.05,0.383,1.22264,0.19558
63.4,106.5233328,-9.3457776,0.003,65.485,0.013,-3001.443,3.94,914.8404360000001,179.925,57.863,0.013,28.61,-80.609,0.998,155.895,-4.215e-07,0.001,3.45e-06,612.886,130.0,2.105,0.021,37.709,28.454,3.085,0.053,1391000.0,0.0,-0.787,0.696,-0.86,0.301,0.274,0.12,6.526,-0.213,-0.0002397,0.0,0.0,0.0,0.0,6.761e-05,0.0002894,3.0,7.069,6.785,-0.186,6.611,58.744,1000.78,1116.479,0.05,0.383,1.22264,0.19558
63.45,106.0560744,-9.3442536,0.003,65.465,0.013,-3004.335,3.948,915.7222224000001,179.925,57.843,0.013,28.61,-80.609,0.998,155.847,-4.216e-07,-0.0002788,5.171e-06,612.886,130.0,2.105,0.021,37.699,28.454,3.082,0.053,1389000.0,0.0,-0.784,0.696,-0.859,0.301,0.274,0.12,6.539,-0.241,-6.74e-05,0.0,0.0,0.0,0.0,-4.008e-06,0.0002893,3.0,7.069,6.777,-0.186,6.681,58.75,1000.834,1116.485,0.05,0.384,1.22264,0.19558
63.5,105.58881600000001,-9.3427296,0.003,65.445,0.013,-3007.227,3.956,916.6037040000001,179.925,57.823,0.013,28.61,-80.609,0.998,155.916,-4.215e-07,-0.002,2.28e-06,612.886,130.0,2.105,0.021,37.713,28.454,3.087,0.053,1391000.0,0.0,-0.787,0.696,-0.86,0.301,0.274,0.12,6.52,-0.2,-0.0004624,0.0,0.0,0.0,0.0,-0.0001419,0.0002892,3.0,7.069,6.795,-0.186,6.563,58.755,1000.889,1116.491,0.05,0.384,1.22264,0.19558
63.55,105.1218624,-9.34212,0.0002164,65.426,0.012,-3010.118,3.964,917.4845760000001,179.925,57.803,0.012,28.61,-80.609,0.998,155.925,-4.206e-07,-0.003,5.545e-06,612.886,130.0,2.105,0.021,37.715,28.454,3.087,0.053,1389000.0,0.0,-0.785,0.696,-0.86,0.301,0.274,0.12,6.517,-0.195,0.0004278,0.0,0.0,0.0,0.0,-0.0004338,0.0002892,3.0,7.069,6.837,-0.186,6.614,58.761,1000.944,1116.497,0.05,0.384,1.22264,0.19558
63.6,104.654604,-9.3427296,-0.003,65.411,0.011,-3013.007,3.972,918.3654480000001,179.924,57.784,0.011,28.61,-80.609,0.998,155.961,-4.199e-07,-0.004,1.184e-06,612.886,130.0,2.105,0.021,37.723,28.454,3.09,0.053,1388000.0,0.0,-0.785,0.696,-0.861,0.301,0.274,0.12,6.507,-0.172,8.978e-05,0.0,0.0,0.0,0.0,-0.0008459,0.0002891,3.0,7.069,6.899,-0.186,6.645,58.766,1000.998,1116.503,0.05,0.384,1.22264,0.19558
63.65,104.1873456,-9.3445584,-0.005,65.398,0.012,-3015.896,3.98,919.2460152,179.924,57.767,0.011,28.61,-80.609,0.998,156.07,-4.247e-07,-0.005,4.683e-06,612.886,130.0,2.105,0.021,37.745,28.454,3.097,0.053,1390000.0,0.0,-0.787,0.696,-0.862,0.301,0.274,0.12,6.476,-0.107,-0.0001575,0.0,0.0,0.0,0.0,-0.001,0.000289,3.0,7.069,6.981,-0.186,6.562,58.772,1001.053,1116.509,0.05,0.384,1.22264,0.19558
63.7,103.7200872,-9.3479112,-0.008,65.388,0.013,-3018.784,3.988,920.1262776,179.924,57.75,0.01,28.61,-80.609,0.998,156.207,-4.22e-07,-0.005,1.509e-06,612.886,130.0,2.105,0.021,37.774,28.454,3.107,0.054,1392000.0,0.0,-0.792,0.696,-0.864,0.301,0.274,0.12,6.438,-0.024,2.47e-06,0.0,0.0,0.0,0.0,-0.001,0.000289,3.0,7.069,7.074,-0.186,6.438,58.777,1001.108,1116.515,0.05,0.385,1.22264,0.19558
63.75,103.25252400000001,-9.3524832,-0.011,65.383,0.014,-3021.671,3.997,921.0062352,179.924,57.735,0.009,28.61,-80.609,0.998,156.26,-4.224e-07,-0.005,2.129e-06,612.886,130.0,2.105,0.021,37.785,28.454,3.11,0.053,1391000.0,0.0,-0.791,0.696,-0.864,0.301,0.274,0.12,6.423,0.008,7.998e-05,0.0,0.0,0.0,0.0,-0.001,0.0002889,3.0,7.069,7.171,-0.186,6.487,58.783,1001.162,1116.521,0.05,0.385,1.22264,0.19558
63.8,102.78496080000001,-9.358579200000001,-0.013,65.38,0.015,-3024.557,4.005,921.885888,179.924,57.722,0.008,28.61,-80.609,0.998,156.45,-4.233e-07,-0.005,1.979e-06,612.886,130.0,2.105,0.021,37.824,28.454,3.123,0.054,1396000.0,0.0,-0.798,0.696,-0.866,0.301,0.274,0.12,6.37,0.121,0.0003235,0.0,0.0,0.0,0.0,-0.001,0.0002889,3.0,7.069,7.265,-0.186,6.243,58.788,1001.217,1116.527,0.05,0.385,1.22264,0.19558
63.85,102.316788,-9.364980000000001,-0.014,65.378,0.016,-3027.443,4.013,922.7655408,179.924,57.708,0.008,28.61,-80.609,0.998,156.584,-4.191e-07,-0.004,-1.773e-06,612.886,130.0,2.105,0.021,37.852,28.454,3.133,0.054,1399000.0,0.0,-0.803,0.696,-0.868,0.301,0.274,0.12,6.333,0.2,0.0001791,0.0,0.0,0.0,0.0,-0.0007924,0.0002889,3.0,7.069,7.346,-0.186,6.087,58.794,1001.272,1116.533,0.05,0.385,1.22264,0.19558
63.9,101.84831040000002,-9.3722952,-0.015,65.378,0.017,-3030.328,4.021,923.6448888000001,179.924,57.696,0.007,28.61,-80.609,0.998,156.612,-4.215e-07,-0.003,-1.514e-06,612.886,130.0,2.105,0.021,37.858,28.454,3.135,0.054,1399000.0,0.0,-0.803,0.696,-0.868,0.301,0.274,0.12,6.325,0.217,0.0004804,0.0,0.0,0.0,0.0,-0.0003493,0.0002889,3.0,7.069,7.405,-0.186,6.1,58.799,1001.327,1116.54,0.05,0.386,1.22264,0.19558
63.95,101.37952800000001,-9.3796104,-0.015,65.38,0.016,-3033.213,4.029,924.5239320000001,179.924,57.685,0.007,28.61,-80.609,0.998,156.674,-4.209e-07,-0.001,-1.604e-06,612.886,130.0,2.105,0.021,37.871,28.454,3.139,0.054,1401000.0,0.0,-0.807,0.696,-0.869,0.301,0.274,0.12,6.308,0.253,0.0004361,0.0,0.0,0.0,0.0,-6.431e-05,0.0002889,3.0,7.069,7.439,-0.186,5.99,58.805,1001.382,1116.546,0.05,0.386,1.22264,0.19558
64,100.91044080000002,-9.3872304,-0.017,65.383,0.018,-3036.097,4.037,925.4029752000001,179.924,57.675,0.005,28.61,-80.609,0.998,156.456,-4.212e-07,6.298e-05,-1.064e-06,612.886,130.0,2.105,0.021,37.825,28.454,3.124,0.054,1393000.0,0.0,-0.795,0.696,-0.866,0.301,0.274,0.12,6.368,0.123,-0.0002681,0.0,0.0,0.0,0.0,2.034e-07,0.0002889,3.0,7.069,7.447,-0.186,6.403,58.81,1001.437,1116.552,0.05,0.386,1.22264,0.19558
64.05,100.440744,-9.395155200000001,-0.015,65.388,0.016,-3038.98,4.045,926.2820184000001,179.924,57.667,0.005,28.61,-80.609,0.998,156.436,-4.214e-07,0.0008115,-3.675e-06,612.886,130.0,2.105,0.021,37.821,28.454,3.123,0.054,1394000.0,0.0,-0.796,0.696,-0.866,0.301,0.274,0.12,6.374,0.111,0.0003117,0.0,0.0,0.0,0.0,3.375e-05,0.0002889,3.0,7.069,7.439,-0.186,6.373,58.816,1001.492,1116.558,0.05,0.387,1.22264,0.19558
64.1,99.9707424,-9.4018608,-0.013,65.391,0.014,-3041.863,4.053,927.1607568000001,179.924,57.658,0.005,28.61,-80.609,0.998,156.376,-4.216e-07,0.001,-3.97e-06,612.886,130.0,2.105,0.021,37.809,28.454,3.118,0.054,1393000.0,0.0,-0.795,0.696,-0.865,0.301,0.274,0.12,6.39,0.076,-0.0003439,0.0,0.0,0.0,0.0,0.0001003,0.0002889,3.0,7.069,7.418,-0.186,6.408,58.821,1001.547,1116.564,0.05,0.387,1.22264,0.19558
64.15,99.50074080000002,-9.4073472,-0.009,65.391,0.011,-3044.746,4.061,928.0394952,179.924,57.649,0.007,28.61,-80.61,0.998,156.486,-4.212e-07,0.002,-2.725e-06,612.886,130.0,2.105,0.021,37.832,28.454,3.126,0.054,1400000.0,0.0,-0.803,0.696,-0.867,0.301,0.274,0.12,6.36,0.141,-0.0003761,0.0,0.0,0.0,0.0,0.0002215,0.0002889,3.0,7.069,7.388,-0.186,6.082,58.827,1001.602,1116.57,0.05,0.387,1.22264,0.19558
64.2,99.0301296,-9.411614400000001,-0.009,65.389,0.01,-3047.628,4.07,928.9179288,179.923,57.639,0.005,28.61,-80.61,0.998,156.247,-4.206e-07,0.003,-2.022e-07,612.886,130.0,2.105,0.021,37.782,28.454,3.109,0.054,1393000.0,0.0,-0.792,0.696,-0.864,0.301,0.274,0.12,6.427,-0.002,0.0001725,0.0,0.0,0.0,0.0,0.0003264,0.0002889,3.0,7.069,7.345,-0.186,6.451,58.832,1001.657,1116.576,0.05,0.387,1.22264,0.19558
64.25,98.5595184,-9.414662400000001,-0.003,65.384,0.008,-3050.51,4.078,929.7963624,179.923,57.629,0.007,28.61,-80.61,0.998,156.386,-4.215e-07,0.003,-4.023e-06,612.886,130.0,2.105,0.021,37.811,28.454,3.119,0.054,1401000.0,0.0,-0.803,0.696,-0.866,0.301,0.274,0.12,6.388,0.082,-0.0004749,0.0,0.0,0.0,0.0,0.0003928,0.0002888,3.0,7.069,7.298,-0.186,6.041,58.838,1001.712,1116.582,0.05,0.387,1.22264,0.19558
64.3,98.08890720000001,-9.414662400000001,0.003,65.373,0.01,-3053.391,4.086,930.6744912,179.923,57.615,0.01,28.61,-80.61,0.998,156.542,-4.215e-07,0.004,-1.03e-06,612.886,130.0,2.105,0.021,37.843,28.454,3.13,0.054,1410000.0,0.0,-0.815,0.696,-0.867,0.301,0.274,0.12,6.344,0.174,-0.0004005,0.0,0.0,0.0,0.0,0.0006494,0.0002888,3.0,7.069,7.241,-0.186,5.591,58.843,1001.767,1116.589,0.05,0.388,1.22264,0.19558
64.35,97.6179912,-9.413443200000001,0.002,65.358,0.009,-3056.271,4.094,931.5523152000001,179.923,57.6,0.009,28.61,-80.61,0.998,156.287,-4.192e-07,0.004,-2.672e-07,612.886,130.0,2.105,0.021,37.79,28.454,3.112,0.054,1402000.0,0.0,-0.803,0.696,-0.864,0.301,0.274,0.12,6.415,0.021,-0.0002346,0.0,0.0,0.0,0.0,0.0009026,0.0002887,3.0,7.069,7.169,-0.186,5.963,58.849,1001.822,1116.595,0.05,0.388,1.22264,0.19558
64.4,97.14738000000001,-9.411614400000001,0.005,65.342,0.011,-3059.151,4.102,932.4301392000001,179.923,57.585,0.01,28.61,-80.61,0.998,156.191,-4.184e-07,0.004,4.554e-07,612.886,130.0,2.105,0.021,37.771,28.454,3.106,0.054,1401000.0,0.0,-0.801,0.696,-0.863,0.301,0.274,0.12,6.442,-0.036,0.0002476,0.0,0.0,0.0,0.0,0.0008867,0.0002887,3.0,7.069,7.093,-0.186,5.997,58.855,1001.877,1116.601,0.05,0.388,1.22264,0.19558
64.45,96.6767688,-9.409176,0.005,65.324,0.011,-3062.03,4.11,933.3076584,179.923,57.57,0.009,28.61,-80.61,0.998,155.98,-4.209e-07,0.004,2.09e-07,612.886,130.0,2.105,0.021,37.727,28.454,3.091,0.054,1395000.0,0.0,-0.792,0.696,-0.861,0.301,0.274,0.12,6.502,-0.162,-0.0002602,0.0,0.0,0.0,0.0,0.000644,0.0002886,3.0,7.069,7.022,-0.186,6.282,58.86,1001.932,1116.607,0.05,0.388,1.22264,0.19558
64.5,96.20646239999999,-9.4058232,0.008,65.305,0.013,-3064.908,4.119,934.1848728000001,179.923,57.554,0.01,28.61,-80.61,0.998,155.968,-4.196e-07,0.003,1.943e-06,612.886,130.0,2.105,0.021,37.724,28.454,3.09,0.054,1396000.0,0.0,-0.793,0.696,-0.861,0.301,0.274,0.12,6.505,-0.169,4.702e-05,0.0,0.0,0.0,0.0,0.0003211,0.0002885,3.0,7.069,6.968,-0.186,6.197,58.866,1001.987,1116.613,0.05,0.389,1.22264,0.19558
64.55,95.7364608,-9.401556,0.01,65.284,0.015,-3067.785,4.127,935.0617824000001,179.923,57.537,0.011,28.61,-80.61,0.998,156.014,-4.205e-07,0.002,5.518e-07,612.886,130.0,2.105,0.021,37.734,28.454,3.093,0.054,1399000.0,0.0,-0.797,0.696,-0.861,0.301,0.274,0.12,6.492,-0.141,-0.0001782,0.0,0.0,0.0,0.0,0.0001175,0.0002884,3.0,7.069,6.932,-0.186,6.036,58.871,1002.042,1116.619,0.05,0.389,1.22264,0.19558
64.6,95.2664592,-9.3957648,0.014,65.257,0.02,-3070.662,4.135,935.9383872000001,179.923,57.517,0.014,28.61,-80.61,0.998,156.289,-4.202e-07,0.001,2.24e-06,612.886,130.0,2.105,0.021,37.791,28.454,3.112,0.054,1410000.0,0.0,-0.813,0.696,-0.865,0.301,0.274,0.12,6.415,0.023,-0.0002888,0.0,0.0,0.0,0.0,6.637e-05,0.0002883,3.0,7.069,6.91,-0.186,5.435,58.877,1002.097,1116.625,0.05,0.389,1.22264,0.19558
64.65,94.79676239999999,-9.388754400000002,0.014,65.226,0.02,-3073.537,4.143,936.8149920000001,179.923,57.495,0.014,28.61,-80.61,0.998,156.304,-4.211e-07,0.001,-1.116e-06,612.886,130.0,2.105,0.021,37.794,28.454,3.113,0.054,1411000.0,0.0,-0.814,0.696,-0.865,0.301,0.274,0.12,6.411,0.032,0.0004813,0.0,0.0,0.0,0.0,8.748e-05,0.0002882,3.0,7.069,6.888,-0.186,5.376,58.882,1002.152,1116.631,0.05,0.389,1.22264,0.19558
64.7,94.3273704,-9.3826584,0.01,65.198,0.016,-3076.411,4.151,937.6909872000001,179.923,57.473,0.013,28.61,-80.61,0.998,156.069,-4.212e-07,0.001,-2.395e-06,612.886,130.0,2.105,0.021,37.745,28.454,3.097,0.054,1401000.0,0.0,-0.8,0.696,-0.862,0.301,0.274,0.12,6.477,-0.109,-6.542e-05,0.0,0.0,0.0,0.0,5.91e-05,0.000288,3.0,7.069,6.865,-0.186,5.83,58.888,1002.207,1116.638,0.05,0.39,1.22264,0.19558
64.75,93.85858800000001,-9.3774768,0.01,65.172,0.016,-3079.284,4.159,938.5666775999999,179.923,57.453,0.013,28.61,-80.61,0.998,156.059,-4.214e-07,0.0003719,-2.828e-06,612.886,130.0,2.105,0.021,37.743,28.454,3.096,0.054,1401000.0,0.0,-0.799,0.696,-0.862,0.301,0.274,0.12,6.48,-0.114,-0.000312,0.0,0.0,0.0,0.0,7.026e-06,0.0002879,3.0,7.069,6.852,-0.186,5.827,58.893,1002.262,1116.644,0.05,0.39,1.22264,0.19558
64.8,93.3898056,-9.3722952,0.011,65.145,0.018,-3082.156,4.167,939.4420632000001,179.923,57.431,0.014,28.61,-80.61,0.998,156.166,-4.211e-07,-0.0001499,-1.184e-07,612.886,130.0,2.105,0.021,37.765,28.454,3.104,0.054,1404000.0,0.0,-0.805,0.696,-0.863,0.301,0.274,0.12,6.45,-0.051,0.0001265,0.0,0.0,0.0,0.0,-1.136e-06,0.0002878,3.0,7.069,6.85,-0.186,5.611,58.899,1002.317,1116.65,0.05,0.39,1.22264,0.19558
