Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (m),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers,Mach number,Reynolds number ,Thrust (N),Drag force (N),Drag coefficient,Axial drag coefficient,Friction drag coefficient,Pressure drag coefficient,Base drag coefficient,Normal force coefficient,Pitch moment coefficient,Yaw moment coefficient,Side force coefficient,Roll moment coefficient,Roll forcing coefficient,Roll damping coefficient,Pitch damping coefficient,Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s),Air_density(kg/m^3),cross sectional area(m)
13.05,597.4625592000001,-16.6713408,0.337,76.558,0.54,-36.085,0.006,10.998708,179.991,53.568,0.422,28.61,-80.6,0.998,155.892,-4.248e-07,0.029,3.132e-07,612.886,130.0,2.105,0.021,37.709,28.454,3.085,0.065,1620000.0,0.0,-1.1,0.696,-0.86,0.301,0.274,0.121,6.527,-0.242,-1.797e-05,0.0,0.0,0.0,0.0,0.029,0.000326,3.0,7.069,25.057,0.038,6.295,52.955,943.845,1110.085,0.05,0.083,1.22264,0.19558
13.1,596.6331984000001,-16.5076632,0.331,76.644,0.522,-38.78,0.004,11.820144,179.994,54.232,0.404,28.61,-80.6,0.998,156.198,-4.517e-07,0.028,-3.116e-06,612.886,130.0,2.105,0.021,37.772,28.454,3.106,0.065,1624000.0,0.0,-1.11,0.696,-0.864,0.301,0.274,0.121,6.441,-0.056,0.0004545,0.0,0.0,0.0,0.0,0.026,0.0003269,3.0,7.069,24.553,0.038,6.067,52.965,943.938,1110.096,0.05,0.083,1.22264,0.19558
13.15,595.8117624,-16.3473384,0.324,76.725,0.502,-41.507,0.002,12.6513336,179.997,54.865,0.384,28.61,-80.6,0.998,156.675,-3.884e-07,0.028,2.566e-06,612.886,130.0,2.105,0.021,37.871,28.454,3.139,0.066,1633000.0,0.0,-1.13,0.696,-0.869,0.301,0.274,0.121,6.308,0.227,-8.397e-06,0.0,0.0,0.0,0.0,0.028,0.0003277,3.0,7.069,24.054,0.038,5.505,52.975,944.029,1110.106,0.05,0.083,1.22264,0.19558
13.2,594.998556,-16.1876232,0.327,76.8,0.498,-44.266,0.000697,13.4922768,179.999,55.476,0.376,28.61,-80.6,0.998,156.348,-4.19e-07,0.029,5.143e-07,612.886,130.0,2.105,0.021,37.803,28.454,3.117,0.065,1622000.0,0.0,-1.11,0.696,-0.866,0.301,0.274,0.121,6.399,0.03,-0.0004478,0.0,0.0,0.0,0.0,0.03,0.0003284,3.0,7.069,23.531,0.038,6.273,52.984,944.12,1110.117,0.05,0.084,1.22264,0.19558
13.25,594.1929696000001,-16.0272984,0.327,76.868,0.487,-47.055,-0.001,14.342364,-179.999,56.069,0.361,28.61,-80.6,0.998,156.438,-4.378e-07,0.03,8.127e-07,612.886,130.0,2.105,0.021,37.822,28.454,3.123,0.065,1623000.0,0.0,-1.112,0.696,-0.867,0.301,0.274,0.121,6.374,0.082,0.0003443,0.0,0.0,0.0,0.0,0.031,0.0003292,3.0,7.069,22.997,0.038,6.272,52.994,944.21,1110.127,0.05,0.084,1.22264,0.19558
13.3,593.3956128,-15.8666688,0.328,76.928,0.479,-49.872,-0.003,15.200985600000001,-179.997,56.64,0.349,28.61,-80.6,0.998,156.345,-4.165e-07,0.03,4.736e-07,612.886,130.0,2.105,0.021,37.803,28.454,3.116,0.065,1619000.0,0.0,-1.105,0.696,-0.865,0.301,0.274,0.121,6.399,0.026,-9.52e-05,0.0,0.0,0.0,0.0,0.033,0.0003298,3.0,7.069,22.453,0.038,6.559,53.003,944.299,1110.138,0.05,0.084,1.22264,0.19558
13.35,592.6064856,-15.7054296,0.329,76.979,0.47,-52.718,-0.005,16.068446400000003,-179.995,57.19,0.335,28.61,-80.6,0.998,156.372,-4.085e-07,0.031,3.507e-06,612.886,130.0,2.105,0.021,37.809,28.454,3.118,0.065,1618000.0,0.0,-1.105,0.696,-0.866,0.301,0.274,0.121,6.392,0.041,0.0002736,0.0,0.0,0.0,0.0,0.033,0.0003305,3.0,7.069,21.902,0.037,6.607,53.013,944.387,1110.148,0.05,0.085,1.22264,0.19558
13.4,591.8252832000001,-15.5441904,0.33,77.02,0.46,-55.591,-0.006,16.944136800000003,-179.993,57.718,0.32,28.61,-80.6,0.998,156.504,-3.907e-07,0.031,4.858e-06,612.886,130.0,2.105,0.021,37.836,28.454,3.127,0.065,1621000.0,0.0,-1.11,0.696,-0.867,0.301,0.274,0.121,6.355,0.118,-0.000422,0.0,0.0,0.0,0.0,0.035,0.0003311,3.0,7.069,21.343,0.037,6.432,53.022,944.474,1110.158,0.05,0.085,1.22264,0.19558
13.45,591.0520056,-15.382036800000002,0.332,77.049,0.451,-58.49,-0.008,17.827752,-179.992,58.221,0.306,28.61,-80.6,0.998,156.585,-4.213e-07,0.033,3.71e-06,612.886,130.0,2.105,0.021,37.852,28.454,3.133,0.065,1623000.0,0.0,-1.114,0.696,-0.868,0.301,0.274,0.121,6.333,0.164,-0.0004057,0.0,0.0,0.0,0.0,0.037,0.0003316,3.0,7.069,20.766,0.037,6.292,53.031,944.56,1110.168,0.05,0.085,1.22264,0.19558
13.5,590.2869576,-15.2180544,0.336,77.065,0.446,-61.413,-0.01,18.7186824,-179.991,58.704,0.294,28.61,-80.6,0.998,156.458,-3.873e-07,0.034,6.184e-06,612.886,130.0,2.105,0.021,37.826,28.454,3.124,0.065,1620000.0,0.0,-1.107,0.696,-0.867,0.301,0.274,0.121,6.368,0.085,0.0001032,0.0,0.0,0.0,0.0,0.04,0.000332,3.0,7.069,20.166,0.037,6.474,53.04,944.645,1110.178,0.05,0.086,1.22264,0.19558
13.55,589.5301392,-15.052548,0.34,77.066,0.439,-64.36,-0.012,19.616928,-179.989,59.163,0.278,28.61,-80.6,0.998,156.613,-3.974e-07,0.035,7.472e-06,612.886,130.0,2.105,0.021,37.858,28.454,3.135,0.065,1625000.0,0.0,-1.117,0.696,-0.868,0.301,0.274,0.121,6.325,0.175,0.000105,0.0,0.0,0.0,0.0,0.043,0.0003324,3.0,7.069,19.548,0.037,6.083,53.049,944.73,1110.188,0.05,0.086,1.22264,0.19558
13.6,588.7818552,-14.8839936,0.347,77.052,0.438,-67.329,-0.014,20.5218792,-179.988,59.602,0.268,28.61,-80.6,0.998,156.199,-3.96e-07,0.035,7.125e-06,612.886,130.0,2.105,0.021,37.773,28.454,3.106,0.065,1614000.0,0.0,-1.096,0.696,-0.864,0.301,0.274,0.121,6.44,-0.073,0.0002108,0.0,0.0,0.0,0.0,0.044,0.0003327,3.0,7.069,18.912,0.037,6.713,53.058,944.813,1110.198,0.05,0.086,1.22264,0.19558
13.65,588.0418008,-14.713000800000001,0.351,77.023,0.433,-70.319,-0.016,21.4332312,-179.987,60.021,0.253,28.61,-80.6,0.998,156.211,-4.492e-07,0.035,1.074e-06,612.886,130.0,2.105,0.021,37.775,28.454,3.107,0.065,1615000.0,0.0,-1.098,0.696,-0.864,0.301,0.274,0.121,6.437,-0.064,-0.000223,0.0,0.0,0.0,0.0,0.043,0.000333,3.0,7.069,18.28,0.037,6.539,53.066,944.896,1110.208,0.05,0.087,1.22264,0.19558
13.7,587.3105856000001,-14.539874400000002,0.355,76.978,0.427,-73.33,-0.018,22.350984,-179.986,60.416,0.238,28.61,-80.6,0.998,156.314,-4.096e-07,0.035,8.283e-06,612.886,130.0,2.105,0.021,37.796,28.454,3.114,0.065,1619000.0,0.0,-1.105,0.696,-0.865,0.301,0.274,0.121,6.408,-0.002,-0.0004013,0.0,0.0,0.0,0.0,0.042,0.0003332,3.0,7.069,17.656,0.036,6.196,53.075,944.977,1110.217,0.05,0.087,1.22264,0.19558
13.75,586.5879048,-14.3649192,0.358,76.917,0.422,-76.361,-0.02,23.274832800000002,-179.985,60.787,0.224,28.61,-80.6,0.998,156.262,-3.861e-07,0.034,1.111e-05,612.886,130.0,2.105,0.021,37.786,28.454,3.111,0.065,1618000.0,0.0,-1.102,0.696,-0.865,0.301,0.274,0.121,6.423,-0.033,0.0002283,0.0,0.0,0.0,0.0,0.042,0.0003333,3.0,7.069,17.036,0.036,6.137,53.084,945.058,1110.227,0.05,0.087,1.22264,0.19558
13.8,585.8740632,-14.18844,0.361,76.841,0.418,-79.409,-0.022,24.203863200000004,-179.984,61.136,0.211,28.61,-80.6,0.998,156.091,-3.921e-07,0.034,9.978e-06,612.886,130.0,2.105,0.021,37.75,28.454,3.099,0.065,1613000.0,0.0,-1.092,0.696,-0.863,0.301,0.274,0.121,6.471,-0.133,0.0002366,0.0,0.0,0.0,0.0,0.04,0.0003333,3.0,7.069,16.422,0.036,6.31,53.092,945.138,1110.236,0.05,0.088,1.22264,0.19558
13.85,585.1690608,-14.010741600000001,0.363,76.753,0.413,-82.474,-0.023,25.138075200000003,-179.984,61.465,0.198,28.61,-80.6,0.998,155.981,-4.249e-07,0.032,3.53e-06,612.886,130.0,2.105,0.021,37.727,28.454,3.091,0.065,1609000.0,0.0,-1.085,0.696,-0.861,0.301,0.274,0.121,6.502,-0.196,-1.809e-05,0.0,0.0,0.0,0.0,0.037,0.0003333,3.0,7.069,15.829,0.036,6.387,53.1,945.216,1110.245,0.05,0.088,1.22264,0.19558
13.9,584.4728976,-13.8330432,0.362,76.653,0.407,-85.555,-0.025,26.077164000000003,-179.983,61.773,0.185,28.61,-80.6,0.998,155.879,-4.103e-07,0.03,5.455e-06,612.886,130.0,2.105,0.021,37.706,28.454,3.084,0.064,1604000.0,0.0,-1.077,0.696,-0.86,0.301,0.274,0.121,6.531,-0.254,-0.0002959,0.0,0.0,0.0,0.0,0.033,0.0003332,3.0,7.069,15.266,0.036,6.498,53.109,945.294,1110.254,0.05,0.088,1.22264,0.19558
13.95,583.7858784,-13.656259200000001,0.359,76.545,0.399,-88.651,-0.027,27.0208248,-179.982,62.062,0.174,28.61,-80.6,0.998,155.712,-4.128e-07,0.028,7.334e-06,612.886,130.0,2.105,0.021,37.671,28.454,3.072,0.064,1596000.0,0.0,-1.064,0.696,-0.858,0.301,0.274,0.121,6.578,-0.349,9.905e-06,0.0,0.0,0.0,0.0,0.028,0.000333,3.0,7.069,14.743,0.035,6.799,53.117,945.371,1110.263,0.05,0.088,1.22264,0.19558
14,583.1073936,-13.481608800000002,0.353,76.431,0.389,-91.761,-0.029,27.9687528,-179.982,62.333,0.162,28.61,-80.6,0.998,155.664,-4.137e-07,0.025,7.643e-06,612.886,130.0,2.105,0.021,37.661,28.454,3.069,0.064,1590000.0,0.0,-1.055,0.696,-0.857,0.301,0.274,0.121,6.592,-0.372,6.536e-05,0.0,0.0,0.0,0.0,0.022,0.0003328,3.0,7.069,14.272,0.035,6.944,53.125,945.446,1110.272,0.05,0.089,1.22264,0.19558
14.05,582.4374432000001,-13.3100064,0.346,76.313,0.377,-94.884,-0.031,28.9206432,-179.981,62.583,0.149,28.61,-80.6,0.998,155.89,-4.333e-07,0.022,4.184e-06,612.886,130.0,2.105,0.021,37.708,28.454,3.085,0.064,1592000.0,0.0,-1.062,0.696,-0.86,0.301,0.274,0.121,6.527,-0.232,6.282e-05,0.0,0.0,0.0,0.0,0.018,0.0003326,3.0,7.069,13.854,0.035,6.615,53.133,945.521,1110.281,0.05,0.089,1.22264,0.19558
14.1,581.776332,-13.142975999999999,0.336,76.191,0.363,-98.019,-0.033,29.876191200000004,-179.981,62.815,0.139,28.61,-80.6,0.998,155.9,-4.194e-07,0.02,7.984e-06,612.886,130.0,2.105,0.021,37.71,28.454,3.086,0.064,1586000.0,0.0,-1.054,0.696,-0.86,0.301,0.274,0.121,6.525,-0.224,-0.000222,0.0,0.0,0.0,0.0,0.015,0.0003324,3.0,7.069,13.475,0.035,6.772,53.14,945.595,1110.289,0.05,0.089,1.22264,0.19558
14.15,581.1231456,-12.980822400000001,0.326,76.07,0.35,-101.165,-0.035,30.835092000000003,-179.98,63.031,0.129,28.61,-80.6,0.998,156.031,-4.186e-07,0.019,9.333e-06,612.886,130.0,2.105,0.021,37.738,28.454,3.095,0.064,1584000.0,0.0,-1.053,0.696,-0.862,0.301,0.274,0.121,6.488,-0.142,0.0002837,0.0,0.0,0.0,0.0,0.013,0.0003322,3.0,7.069,13.127,0.035,6.709,53.148,945.668,1110.298,0.05,0.089,1.22264,0.19558
14.2,580.4781888,-12.8241552,0.314,75.949,0.336,-104.322,-0.037,31.797345600000003,-179.98,63.23,0.12,28.61,-80.6,0.998,156.065,-4.293e-07,0.018,6.471e-06,612.886,130.0,2.105,0.021,37.745,28.454,3.097,0.063,1578000.0,0.0,-1.045,0.696,-0.862,0.301,0.274,0.121,6.478,-0.121,0.0001375,0.0,0.0,0.0,0.0,0.011,0.0003319,3.0,7.069,12.803,0.034,6.862,53.156,945.739,1110.306,0.05,0.09,1.22264,0.19558
14.25,579.8405472000001,-12.6723648,0.304,75.829,0.324,-107.488,-0.039,32.7623424,-179.979,63.415,0.11,28.61,-80.6,0.998,156.256,-4.075e-07,0.017,1.005e-05,612.886,130.0,2.105,0.021,37.784,28.454,3.11,0.063,1578000.0,0.0,-1.048,0.696,-0.864,0.301,0.274,0.121,6.424,-0.006,-0.0003923,0.0,0.0,0.0,0.0,0.011,0.0003316,3.0,7.069,12.494,0.034,6.684,53.163,945.811,1110.314,0.05,0.09,1.22264,0.19558
14.3,579.2108304000001,-12.525451200000001,0.295,75.708,0.312,-110.663,-0.041,33.7300824,-179.979,63.584,0.101,28.61,-80.6,0.998,156.398,-4.037e-07,0.017,1.136e-05,612.886,130.0,2.105,0.021,37.814,28.454,3.12,0.063,1577000.0,0.0,-1.048,0.696,-0.866,0.301,0.274,0.121,6.385,0.079,-0.0002431,0.0,0.0,0.0,0.0,0.011,0.0003313,3.0,7.069,12.186,0.034,6.578,53.171,945.881,1110.323,0.05,0.091,1.22264,0.19558
14.35,578.5881240000001,-12.3828048,0.287,75.585,0.302,-113.846,-0.043,34.7002608,-179.978,63.739,0.091,28.61,-80.6,0.998,156.546,-4.222e-07,0.018,1.084e-05,612.886,130.0,2.105,0.021,37.845,28.454,3.13,0.063,1577000.0,0.0,-1.05,0.696,-0.868,0.301,0.274,0.121,6.343,0.166,0.0004466,0.0,0.0,0.0,0.0,0.012,0.000331,3.0,7.069,11.866,0.034,6.4,53.178,945.95,1110.331,0.05,0.091,1.22264,0.19558
14.4,577.972428,-12.2435112,0.281,75.459,0.293,-117.037,-0.045,35.67287760000001,-179.978,63.879,0.083,28.61,-80.6,0.998,156.575,-4.247e-07,0.02,1.107e-05,612.886,130.0,2.105,0.021,37.85,28.454,3.132,0.063,1573000.0,0.0,-1.046,0.696,-0.868,0.301,0.274,0.121,6.335,0.181,-0.0004186,0.0,0.0,0.0,0.0,0.015,0.0003307,3.0,7.069,11.523,0.034,6.401,53.185,946.019,1110.339,0.05,0.091,1.22264,0.19558
14.45,577.3637424000001,-12.107265600000002,0.276,75.33,0.286,-120.234,-0.047,36.6473232,-179.978,64.007,0.075,28.61,-80.6,0.998,156.48,-4.022e-07,0.021,1.383e-05,612.886,130.0,2.105,0.021,37.831,28.454,3.126,0.063,1567000.0,0.0,-1.035,0.696,-0.867,0.301,0.274,0.121,6.362,0.123,0.0001585,0.0,0.0,0.0,0.0,0.017,0.0003304,3.0,7.069,11.155,0.033,6.589,53.192,946.087,1110.347,0.05,0.092,1.22264,0.19558
14.5,576.7617624,-11.9728488,0.273,75.196,0.281,-123.437,-0.049,37.623597600000004,-179.977,64.121,0.067,28.61,-80.6,0.998,156.463,-4.026e-07,0.022,1.23e-05,612.886,130.0,2.105,0.021,37.827,28.454,3.124,0.063,1564000.0,0.0,-1.032,0.696,-0.867,0.301,0.274,0.121,6.367,0.11,-6.195e-05,0.0,0.0,0.0,0.0,0.018,0.00033,3.0,7.069,10.768,0.033,6.548,53.199,946.154,1110.354,0.05,0.092,1.22264,0.19558
14.55,576.166488,-11.839346400000002,0.272,75.054,0.278,-126.646,-0.05,38.6017008,-179.977,64.221,0.057,28.61,-80.6,0.998,156.518,-3.92e-07,0.023,1.477e-05,612.886,130.0,2.105,0.021,37.839,28.454,3.128,0.063,1565000.0,0.0,-1.034,0.696,-0.867,0.301,0.274,0.121,6.351,0.142,-0.0001972,0.0,0.0,0.0,0.0,0.02,0.0003296,3.0,7.069,10.363,0.033,6.296,53.206,946.22,1110.362,0.05,0.093,1.22264,0.19558
14.6,575.5776144,-11.7061488,0.271,74.901,0.276,-129.859,-0.052,39.581023200000004,-179.977,64.306,0.048,28.61,-80.6,0.998,156.484,-4.036e-07,0.024,1.136e-05,612.886,130.0,2.105,0.021,37.832,28.454,3.126,0.063,1564000.0,0.0,-1.031,0.696,-0.867,0.301,0.274,0.121,6.361,0.119,0.0001208,0.0,0.0,0.0,0.0,0.022,0.0003291,3.0,7.069,9.938,0.032,6.179,53.213,946.286,1110.37,0.05,0.093,1.22264,0.19558
14.65,574.9957512000001,-11.572036800000001,0.275,74.736,0.277,-133.076,-0.054,40.5615648,-179.977,64.374,0.037,28.61,-80.6,0.998,156.629,-4.122e-07,0.025,8.182e-06,612.886,130.0,2.105,0.021,37.862,28.454,3.136,0.063,1570000.0,0.0,-1.042,0.696,-0.869,0.301,0.274,0.121,6.32,0.203,-0.0003196,0.0,0.0,0.0,0.0,0.024,0.0003286,3.0,7.069,9.493,0.032,5.605,53.22,946.351,1110.377,0.05,0.093,1.22264,0.19558
14.7,574.4205936000001,-11.4385344,0.271,74.561,0.272,-136.296,-0.056,41.5430208,-179.976,64.429,0.031,28.61,-80.6,0.998,156.158,-4.072e-07,0.026,1.076e-05,612.886,130.0,2.105,0.021,37.764,28.454,3.103,0.062,1552000.0,0.0,-1.011,0.696,-0.863,0.301,0.274,0.121,6.452,-0.079,1.09e-05,0.0,0.0,0.0,0.0,0.026,0.000328,3.0,7.069,9.027,0.032,6.36,53.227,946.415,1110.385,0.05,0.094,1.22264,0.19558
14.75,573.8518368,-11.3062512,0.268,74.382,0.269,-139.519,-0.058,42.5253912,-179.976,64.473,0.024,28.61,-80.6,0.998,155.836,-4.163e-07,0.025,8.343e-06,612.886,130.0,2.105,0.021,37.697,28.454,3.081,0.062,1540000.0,0.0,-0.991,0.696,-0.859,0.301,0.274,0.12,6.543,-0.271,0.0001587,0.0,0.0,0.0,0.0,0.023,0.0003274,3.0,7.069,8.571,0.032,6.776,53.234,946.479,1110.392,0.05,0.094,1.22264,0.19558
14.8,573.2897856000001,-11.1748824,0.267,74.196,0.267,-142.743,-0.06,43.508066400000004,-179.976,64.504,0.015,28.61,-80.6,0.998,155.767,-4.048e-07,0.022,1.027e-05,612.886,130.0,2.105,0.021,37.683,28.454,3.076,0.062,1537000.0,0.0,-0.986,0.696,-0.859,0.301,0.274,0.12,6.562,-0.308,0.0002318,0.0,0.0,0.0,0.0,0.019,0.0003267,3.0,7.069,8.149,0.031,6.694,53.24,946.541,1110.4,0.05,0.095,1.22264,0.19558
14.85,572.7344400000001,-11.045952000000002,0.26,74.004,0.26,-145.969,-0.062,44.491351200000004,-179.976,64.524,0.009,28.61,-80.6,0.998,155.529,-4.262e-07,0.019,8.297e-06,612.886,130.0,2.105,0.021,37.633,28.454,3.06,0.061,1525000.0,0.0,-0.968,0.696,-0.856,0.301,0.274,0.12,6.63,-0.447,0.0002821,0.0,0.0,0.0,0.0,0.015,0.0003261,3.0,7.069,7.774,0.031,7.081,53.247,946.603,1110.407,0.05,0.095,1.22264,0.19558
14.9,572.1851904,-10.9200696,0.253,73.811,0.253,-149.195,-0.064,45.474636,-179.976,64.533,0.002,28.61,-80.6,0.998,155.518,-4.111e-07,0.016,1.107e-05,612.886,130.0,2.105,0.021,37.631,28.454,3.059,0.061,1520000.0,0.0,-0.962,0.696,-0.856,0.301,0.274,0.12,6.633,-0.449,0.0003398,0.0,0.0,0.0,0.0,0.01,0.0003254,3.0,7.069,7.459,0.031,7.067,53.253,946.664,1110.414,0.05,0.095,1.22264,0.19558
14.95,571.6423416,-10.797235200000001,0.248,73.613,0.248,-152.422,-0.066,46.4582256,-179.975,64.53,0.006,28.61,-80.6,0.998,155.786,-4.29e-07,0.013,5.572e-06,612.886,130.0,2.105,0.021,37.687,28.454,3.078,0.061,1526000.0,0.0,-0.973,0.696,-0.859,0.301,0.274,0.12,6.557,-0.284,-0.0003324,0.0,0.0,0.0,0.0,0.007,0.0003247,3.0,7.069,7.202,0.031,6.528,53.26,946.725,1110.421,0.05,0.096,1.22264,0.19558
15,571.1055888,-10.6783632,0.237,73.414,0.237,-155.648,-0.067,47.4415104,-179.975,64.516,0.011,28.61,-80.6,0.998,155.855,-4.227e-07,0.011,6.618e-06,612.886,130.0,2.105,0.021,37.701,28.454,3.082,0.061,1521000.0,0.0,-0.968,0.696,-0.86,0.301,0.274,0.12,6.537,-0.24,-0.0004501,0.0,0.0,0.0,0.0,0.005,0.0003239,3.0,7.069,6.988,0.03,6.514,53.266,946.785,1110.428,0.05,0.096,1.22264,0.19558
15.05,570.5743224,-10.5652824,0.224,73.22,0.224,-158.873,-0.069,48.424490399999996,-179.975,64.495,0.015,28.61,-80.6,0.998,155.854,-4.127e-07,0.009,1.069e-05,612.886,130.0,2.105,0.021,37.701,28.454,3.082,0.061,1513000.0,0.0,-0.957,0.696,-0.86,0.301,0.274,0.12,6.538,-0.24,0.0001853,0.0,0.0,0.0,0.0,0.003,0.0003232,3.0,7.069,6.807,0.03,6.699,53.272,946.844,1110.435,0.05,0.096,1.22264,0.19558
15.1,570.0488472000001,-10.4589072,0.211,73.032,0.212,-162.097,-0.071,49.40747040000001,-179.975,64.468,0.018,28.61,-80.601,0.998,155.929,-4.207e-07,0.007,6.285e-06,612.886,130.0,2.105,0.021,37.716,28.454,3.087,0.06,1508000.0,0.0,-0.952,0.696,-0.861,0.301,0.274,0.12,6.516,-0.194,0.0004961,0.0,0.0,0.0,0.0,0.002,0.0003225,3.0,7.069,6.659,0.03,6.747,53.279,946.903,1110.442,0.05,0.1,1.22264,0.19558
15.15,569.5282488,-10.3589328,0.196,72.85,0.197,-165.32,-0.073,50.389536,-179.975,64.437,0.021,28.61,-80.601,0.998,155.926,-4.174e-07,0.006,4.4e-06,612.886,130.0,2.105,0.021,37.716,28.454,3.087,0.06,1499000.0,0.0,-0.94,0.696,-0.861,0.301,0.274,0.12,6.517,-0.194,-7.559e-05,0.0,0.0,0.0,0.0,0.001,0.0003218,3.0,7.069,6.538,0.03,6.999,53.285,946.961,1110.449,0.05,0.101,1.22264,0.19558
15.2,569.012832,-10.265664000000001,0.183,72.677,0.185,-168.541,-0.075,51.3712968,-179.975,64.402,0.023,28.61,-80.601,0.998,156.007,-4.22e-07,0.005,1.627e-06,612.886,130.0,2.105,0.021,37.733,28.454,3.093,0.06,1493000.0,0.0,-0.934,0.696,-0.861,0.301,0.274,0.12,6.494,-0.145,-0.0004722,0.0,0.0,0.0,0.0,0.0009263,0.0003212,3.0,7.069,6.443,0.03,7.075,53.291,947.018,1110.455,0.05,0.101,1.22264,0.19558
15.25,568.5016824,-10.1784912,0.173,72.509,0.175,-171.76,-0.076,52.352448,-179.974,64.362,0.026,28.61,-80.601,0.998,156.231,-4.16e-07,0.004,7.974e-06,612.886,130.0,2.105,0.021,37.779,28.454,3.108,0.06,1494000.0,0.0,-0.938,0.696,-0.864,0.301,0.274,0.12,6.431,-0.011,-5.568e-05,0.0,0.0,0.0,0.0,0.0007131,0.0003206,3.0,7.069,6.364,0.03,6.828,53.297,947.075,1110.462,0.05,0.101,1.22264,0.19558
15.3,567.9948,-10.0961952,0.162,72.346,0.165,-174.977,-0.078,53.332989600000005,-179.974,64.318,0.029,28.61,-80.601,0.998,156.343,-4.206e-07,0.004,5.414e-06,612.886,130.0,2.105,0.021,37.802,28.454,3.116,0.06,1490000.0,0.0,-0.935,0.696,-0.865,0.301,0.274,0.12,6.4,0.056,4.048e-05,0.0,0.0,0.0,0.0,0.0007775,0.0003199,3.0,7.069,6.289,0.03,6.817,53.303,947.132,1110.469,0.05,0.102,1.22264,0.19558
15.35,567.49188,-10.0184712,0.156,72.185,0.16,-178.192,-0.08,54.3129216,-179.974,64.268,0.033,28.61,-80.601,0.998,156.629,-4.173e-07,0.005,9.699e-06,612.886,130.0,2.105,0.021,37.862,28.454,3.136,0.06,1496000.0,0.0,-0.945,0.696,-0.868,0.301,0.274,0.12,6.32,0.226,0.0003105,0.0,0.0,0.0,0.0,0.001,0.0003193,3.0,7.069,6.203,0.029,6.343,53.309,947.188,1110.475,0.05,0.102,1.22264,0.19558
15.4,566.9929224,-9.9441,0.147,72.027,0.151,-181.404,-0.082,55.2919392,-179.974,64.214,0.035,28.61,-80.601,0.998,156.62,-4.128e-07,0.007,9.794e-06,612.886,130.0,2.105,0.021,37.86,28.454,3.135,0.06,1489000.0,0.0,-0.937,0.696,-0.868,0.301,0.274,0.12,6.323,0.22,0.0003422,0.0,0.0,0.0,0.0,0.002,0.0003187,3.0,7.069,6.091,0.029,6.481,53.315,947.244,1110.482,0.05,0.102,1.22264,0.19558
15.45,566.4976224000001,-9.873996000000002,0.14,71.871,0.145,-184.613,-0.084,56.2700424,-179.974,64.156,0.037,28.61,-80.601,0.998,156.598,-4.172e-07,0.009,8.089e-06,612.886,130.0,2.105,0.021,37.855,28.454,3.134,0.06,1484000.0,0.0,-0.93,0.696,-0.868,0.301,0.274,0.12,6.329,0.206,-8.391e-05,0.0,0.0,0.0,0.0,0.003,0.0003181,3.0,7.069,5.95,0.029,6.551,53.32,947.299,1110.488,0.05,0.102,1.22264,0.19558
15.5,566.0056752,-9.8060256,0.137,71.715,0.143,-187.82,-0.085,57.247536000000004,-179.974,64.094,0.041,28.61,-80.601,0.998,156.621,-4.262e-07,0.01,5.891e-06,612.886,130.0,2.105,0.021,37.86,28.454,3.135,0.059,1483000.0,0.0,-0.929,0.696,-0.868,0.301,0.274,0.12,6.322,0.218,-0.0004452,0.0,0.0,0.0,0.0,0.004,0.0003175,3.0,7.069,5.781,0.029,6.432,53.326,947.354,1110.495,0.05,0.102,1.22264,0.19558
15.55,565.516776,-9.739579200000001,0.135,71.557,0.142,-191.023,-0.087,58.223810400000005,-179.974,64.026,0.044,28.61,-80.601,0.998,156.589,-4.207e-07,0.012,5.566e-06,612.886,130.0,2.105,0.021,37.853,28.454,3.133,0.059,1481000.0,0.0,-0.925,0.696,-0.868,0.301,0.274,0.12,6.331,0.197,-0.0004118,0.0,0.0,0.0,0.0,0.006,0.0003168,3.0,7.069,5.583,0.029,6.365,53.332,947.408,1110.501,0.05,0.103,1.22264,0.19558
15.6,565.0315344,-9.6740472,0.133,71.395,0.142,-194.222,-0.089,59.198865600000005,-179.974,63.952,0.048,28.61,-80.601,0.998,156.509,-4.235e-07,0.013,4.778e-06,612.886,130.0,2.105,0.021,37.837,28.454,3.128,0.059,1477000.0,0.0,-0.92,0.696,-0.867,0.301,0.274,0.12,6.353,0.148,5.093e-05,0.0,0.0,0.0,0.0,0.007,0.0003162,3.0,7.069,5.36,0.029,6.341,53.338,947.462,1110.507,0.05,0.103,1.22264,0.19558
