Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (m),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers,Mach number,Reynolds number ,Thrust (N),Drag force (N),Drag coefficient,Axial drag coefficient,Friction drag coefficient,Pressure drag coefficient,Base drag coefficient,Normal force coefficient,Pitch moment coefficient,Yaw moment coefficient,Side force coefficient,Roll moment coefficient,Roll forcing coefficient,Roll damping coefficient,Pitch damping coefficient,Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
66.65,248.613,-31.844,0.005,65.912,0.012,-3188.356,4.467,3188.359,179.92,57.709,0.011,28.61,-80.61,0.999,155.927,-4.214e-7,-3.311e-5,-4.125e-6,612.886,130,2.105,0.021,37.716,28.454,3.087,0.053,1.394e6,0,-0.79,0.696,-0.86,0.301,0.274,0.12,6.517,-0.193,-1.428e-4,0,0,0,0,-5.636e-8,2.908e-4,3,7.069,8.141,-0.184,7.168,59.107,1004.379,1116.879,0.05,0.399
66.7,247.021,-31.837,0.003,65.924,0.012,-3191.241,4.475,3191.245,179.92,57.727,0.012,28.61,-80.61,0.999,155.851,-4.213e-7,-0.001,-2.132e-6,612.886,130,2.105,0.021,37.7,28.454,3.082,0.053,1.39e6,0,-0.784,0.696,-0.859,0.301,0.274,0.12,6.538,-0.239,8.159e-5,0,0,0,0,-1.009e-4,2.909e-4,3,7.069,8.154,-0.184,7.372,59.112,1004.436,1116.885,0.05,0.399
66.75,245.429,-31.832,0.003,65.937,0.011,-3194.128,4.483,3194.131,179.92,57.745,0.011,28.61,-80.61,0.999,156.029,-4.202e-7,-0.003,-1.4e-6,612.886,130,2.105,0.021,37.737,28.454,3.094,0.054,1.396e6,0,-0.792,0.696,-0.862,0.301,0.274,0.12,6.488,-0.131,3.473e-4,0,0,0,0,-3.357e-4,2.909e-4,3,7.069,8.191,-0.184,7.119,59.118,1004.493,1116.892,0.05,0.4
66.8,243.838,-31.828,0.002,65.95,0.011,-3197.016,4.491,3197.019,179.92,57.762,0.011,28.61,-80.61,0.999,156.18,-4.219e-7,-0.003,-1.645e-6,612.886,130,2.105,0.021,37.768,28.454,3.105,0.054,1.399e6,0,-0.798,0.696,-0.863,0.301,0.274,0.12,6.446,-0.042,1.943e-6,0,0,0,0,-4.929e-4,2.91e-4,3,7.069,8.243,-0.184,6.95,59.124,1004.549,1116.898,0.05,0.4
66.85,242.246,-31.825,0.001,65.964,0.01,-3199.904,4.499,3199.908,179.919,57.779,0.01,28.61,-80.61,0.999,156.371,-4.202e-7,-0.003,-1.359e-6,612.886,130,2.105,0.021,37.808,28.454,3.118,0.054,1.405e6,0,-0.806,0.696,-0.865,0.301,0.274,0.12,6.392,0.073,-3.852e-4,0,0,0,0,-4.572e-4,2.911e-4,3,7.069,8.299,-0.184,6.703,59.129,1004.606,1116.904,0.05,0.4
66.9,240.655,-31.823,8.99e-4,65.977,0.01,-3202.794,4.507,3202.797,179.919,57.795,0.01,28.61,-80.61,0.999,156.539,-4.219e-7,-0.002,-8.971e-7,612.886,130,2.105,0.021,37.843,28.454,3.13,0.054,1.409e6,0,-0.813,0.696,-0.867,0.301,0.274,0.12,6.345,0.173,5.126e-5,0,0,0,0,-2.47e-4,2.911e-4,3,7.069,8.347,-0.184,6.482,59.135,1004.663,1116.911,0.05,0.4
66.95,239.064,-31.822,0.001,65.989,0.009,-3205.684,4.515,3205.687,179.919,57.81,0.009,28.61,-80.61,0.999,156.692,-4.206e-7,-7.988e-4,-4.178e-6,612.886,130,2.105,0.021,37.874,28.454,3.14,0.054,1.414e6,0,-0.821,0.696,-0.869,0.301,0.274,0.12,6.303,0.264,-1.703e-4,0,0,0,0,-3.19e-5,2.912e-4,3,7.069,8.375,-0.184,6.25,59.141,1004.72,1116.917,0.05,0.401
67,237.473,-31.818,0.004,65.999,0.009,-3208.575,4.523,3208.578,179.919,57.823,0.008,28.61,-80.61,0.999,156.871,-4.213e-7,0.001,-1.865e-6,612.886,130,2.105,0.021,37.911,28.454,3.153,0.055,1.422e6,0,-0.831,0.696,-0.871,0.301,0.274,0.12,6.253,0.37,7.574e-5,0,0,0,0,7.994e-5,2.912e-4,3,7.069,8.371,-0.184,5.899,59.147,1004.776,1116.923,0.05,0.401
67.05,235.882,-31.811,0.005,66.006,0.009,-3211.466,4.531,3211.469,179.919,57.835,0.007,28.61,-80.61,0.999,156.825,-4.235e-7,0.004,-5.338e-6,612.886,130,2.105,0.021,37.902,28.454,3.149,0.055,1.421e6,0,-0.83,0.696,-0.87,0.301,0.274,0.12,6.266,0.342,-3.58e-4,0,0,0,0,6.424e-4,2.913e-4,3,7.069,8.327,-0.184,5.93,59.152,1004.833,1116.93,0.05,0.401
67.1,234.292,-31.8,0.008,66.011,0.01,-3214.358,4.539,3214.361,179.919,57.846,0.006,28.61,-80.61,0.999,156.746,-4.182e-7,0.006,-1.628e-6,612.886,130,2.105,0.021,37.886,28.454,3.144,0.054,1.421e6,0,-0.829,0.696,-0.87,0.301,0.274,0.12,6.288,0.294,2.082e-4,0,0,0,0,0.002,2.913e-4,3,7.069,8.243,-0.184,5.947,59.158,1004.89,1116.936,0.05,0.402
67.15,232.702,-31.784,0.012,66.012,0.013,-3217.251,4.547,3217.254,179.919,57.856,0.006,28.61,-80.61,0.999,156.575,-4.196e-7,0.007,-1.447e-6,612.886,130,2.105,0.021,37.85,28.454,3.132,0.054,1.418e6,0,-0.824,0.696,-0.868,0.301,0.274,0.12,6.335,0.192,4.29e-4,0,0,0,0,0.003,2.913e-4,3,7.069,8.125,-0.184,6.093,59.164,1004.947,1116.942,0.05,0.407
67.2,231.114,-31.76,0.018,66.006,0.019,-3220.144,4.555,3220.147,179.919,57.863,0.003,28.61,-80.61,0.999,156.564,-4.219e-7,0.009,-5.968e-6,612.886,130,2.105,0.021,37.848,28.454,3.131,0.055,1.422e6,0,-0.829,0.696,-0.868,0.301,0.274,0.12,6.338,0.184,4.455e-4,0,0,0,0,0.004,2.913e-4,3,7.069,7.983,-0.183,5.87,59.169,1005.003,1116.949,0.05,0.408
67.25,229.527,-31.723,0.028,65.99,0.028,-3223.037,4.563,3223.04,179.919,57.865,8.43e-4,28.61,-80.61,0.999,156.704,-4.14e-7,0.01,-2.248e-6,612.886,130,2.105,0.021,37.877,28.454,3.141,0.055,1.433e6,0,-0.843,0.696,-0.869,0.301,0.274,0.12,6.299,0.266,3.272e-4,0,0,0,0,0.005,2.912e-4,3,7.069,7.817,-0.183,5.302,59.175,1005.06,1116.955,0.05,0.408
67.3,227.942,-31.673,0.034,65.963,0.035,-3225.93,4.571,3225.933,179.919,57.862,0.003,28.61,-80.61,0.999,156.594,-4.197e-7,0.012,-4.201e-6,612.886,130,2.105,0.021,37.854,28.454,3.133,0.055,1.435e6,0,-0.843,0.696,-0.868,0.301,0.274,0.12,6.33,0.199,2.605e-4,0,0,0,0,0.006,2.911e-4,3,7.069,7.623,-0.183,5.21,59.181,1005.117,1116.961,0.05,0.408
67.35,226.359,-31.611,0.042,65.926,0.043,-3228.823,4.579,3228.826,179.919,57.853,0.007,28.61,-80.61,0.999,156.517,-4.195e-7,0.013,-3.962e-6,612.886,130,2.105,0.021,37.838,28.454,3.128,0.055,1.438e6,0,-0.846,0.696,-0.867,0.301,0.274,0.12,6.351,0.152,-4.5e-4,0,0,0,0,0.008,2.91e-4,3,7.069,7.404,-0.183,5.008,59.186,1005.173,1116.967,0.05,0.408
67.4,224.781,-31.539,0.047,65.881,0.048,-3231.715,4.587,3231.719,179.919,57.841,0.009,28.61,-80.61,0.999,156.21,-4.22e-7,0.013,-2.568e-6,612.886,130,2.105,0.021,37.775,28.454,3.107,0.055,1.432e6,0,-0.835,0.696,-0.864,0.301,0.274,0.12,6.437,-0.032,-2.502e-4,0,0,0,0,0.008,2.908e-4,3,7.069,7.169,-0.183,5.269,59.192,1005.229,1116.974,0.05,0.409
67.45,223.206,-31.461,0.05,65.83,0.051,-3234.607,4.596,3234.61,179.919,57.825,0.01,28.61,-80.61,0.999,155.877,-4.246e-7,0.012,-2.946e-6,612.886,130,2.105,0.021,37.705,28.454,3.084,0.055,1.424e6,0,-0.823,0.696,-0.86,0.301,0.274,0.12,6.531,-0.23,4.9e-4,0,0,0,0,0.007,2.906e-4,3,7.069,6.939,-0.183,5.598,59.198,1005.286,1116.98,0.05,0.409
67.5,221.635,-31.378,0.052,65.775,0.053,-3237.498,4.604,3237.501,179.919,57.808,0.012,28.61,-80.61,0.999,155.561,-4.191e-7,0.01,7.81e-7,612.886,130,2.105,0.021,37.639,28.454,3.062,0.054,1.415e6,0,-0.809,0.696,-0.856,0.301,0.274,0.12,6.621,-0.419,-1.837e-4,0,0,0,0,0.005,2.904e-4,3,7.069,6.736,-0.183,5.95,59.203,1005.342,1116.986,0.05,0.409
67.55,220.068,-31.29,0.058,65.713,0.06,-3240.388,4.612,3240.391,179.918,57.786,0.016,28.61,-80.61,0.999,155.674,-4.197e-7,0.008,-1.912e-6,612.886,130,2.105,0.021,37.663,28.454,3.07,0.055,1.423e6,0,-0.819,0.696,-0.857,0.301,0.274,0.12,6.589,-0.348,1.072e-4,0,0,0,0,0.003,2.902e-4,3,7.069,6.577,-0.183,5.511,59.209,1005.397,1116.992,0.05,0.409
67.6,218.506,-31.195,0.059,65.645,0.062,-3243.276,4.62,3243.279,179.918,57.759,0.018,28.61,-80.61,0.999,155.712,-4.2e-7,0.005,-2.169e-6,612.886,130,2.105,0.021,37.671,28.454,3.072,0.055,1.425e6,0,-0.822,0.696,-0.858,0.301,0.274,0.12,6.578,-0.324,-1.128e-4,0,0,0,0,0.001,2.899e-4,3,7.069,6.461,-0.183,5.32,59.215,1005.453,1116.999,0.05,0.41
67.65,216.948,-31.103,0.056,65.575,0.059,-3246.163,4.628,3246.167,179.918,57.729,0.019,28.61,-80.61,0.999,155.615,-4.201e-7,0.003,-2.91e-6,612.886,130,2.105,0.021,37.651,28.454,3.066,0.054,1.42e6,0,-0.815,0.696,-0.857,0.301,0.274,0.12,6.606,-0.382,1.012e-4,0,0,0,0,4.729e-4,2.896e-4,3,7.069,6.384,-0.183,5.492,59.22,1005.509,1117.005,0.05,0.41
67.7,215.395,-31.013,0.055,65.504,0.059,-3249.049,4.636,3249.052,179.918,57.697,0.021,28.61,-80.61,0.999,155.796,-4.201e-7,9.473e-4,-1.549e-6,612.886,130,2.105,0.021,37.688,28.454,3.078,0.055,1.425e6,0,-0.823,0.696,-0.859,0.301,0.274,0.12,6.554,-0.272,-3.334e-4,0,0,0,0,4.424e-5,2.893e-4,3,7.069,6.349,-0.183,5.157,59.226,1005.564,1117.011,0.05,0.41
67.75,213.847,-30.93,0.048,65.436,0.052,-3251.933,4.644,3251.936,179.918,57.665,0.02,28.61,-80.61,0.999,155.719,-4.203e-7,-9.95e-4,-2.746e-7,612.886,130,2.105,0.021,37.672,28.454,3.073,0.054,1.418e6,0,-0.814,0.696,-0.858,0.301,0.274,0.12,6.576,-0.318,3.699e-4,0,0,0,0,-4.93e-5,2.891e-4,3,7.069,6.349,-0.183,5.43,59.231,1005.619,1117.017,0.05,0.41
67.8,212.302,-30.858,0.041,65.375,0.045,-3254.816,4.652,3254.819,179.918,57.634,0.019,28.61,-80.61,0.999,155.69,-4.196e-7,-0.003,-4.326e-6,612.886,130,2.105,0.021,37.666,28.454,3.071,0.054,1.412e6,0,-0.807,0.696,-0.858,0.301,0.274,0.12,6.584,-0.336,4.239e-4,0,0,0,0,-4.875e-4,2.888e-4,3,7.069,6.386,-0.183,5.656,59.237,1005.675,1117.023,0.05,0.411
67.85,210.761,-30.799,0.032,65.321,0.037,-3257.696,4.661,3257.7,179.918,57.604,0.017,28.61,-80.61,0.999,155.701,-4.213e-7,-0.005,-2.055e-6,612.886,130,2.105,0.021,37.669,28.454,3.072,0.054,1.407e6,0,-0.801,0.696,-0.858,0.301,0.274,0.12,6.581,-0.328,2.522e-4,0,0,0,0,-0.001,2.886e-4,3,7.069,6.462,-0.183,5.859,59.243,1005.73,1117.029,0.05,0.411
67.9,209.222,-30.754,0.023,65.276,0.028,-3260.576,4.669,3260.579,179.918,57.578,0.016,28.61,-80.61,0.999,155.746,-4.221e-7,-0.007,-1.324e-6,612.886,130,2.105,0.021,37.678,28.454,3.075,0.054,1.402e6,0,-0.796,0.696,-0.858,0.301,0.274,0.12,6.568,-0.299,3.17e-4,0,0,0,0,-0.003,2.884e-4,3,7.069,6.575,-0.183,6.046,59.248,1005.784,1117.036,0.05,0.411
67.95,207.685,-30.724,0.014,65.241,0.019,-3263.454,4.677,3263.458,179.918,57.554,0.013,28.61,-80.61,0.999,155.803,-4.165e-7,-0.009,-2.316e-6,612.886,130,2.105,0.021,37.69,28.454,3.079,0.054,1.397e6,0,-0.791,0.696,-0.859,0.301,0.274,0.12,6.552,-0.264,5.678e-5,0,0,0,0,-0.004,2.883e-4,3,7.069,6.722,-0.183,6.256,59.254,1005.839,1117.042,0.05,0.411
68,206.15,-30.705,0.009,65.214,0.016,-3266.331,4.685,3266.335,179.918,57.533,0.013,28.61,-80.61,0.999,156.219,-4.151e-7,-0.01,-3.491e-6,612.886,130,2.105,0.021,37.776,28.454,3.108,0.054,1.406e6,0,-0.806,0.696,-0.864,0.301,0.274,0.12,6.434,-0.014,2.507e-4,0,0,0,0,-0.005,2.881e-4,3,7.069,6.895,-0.183,5.765,59.259,1005.894,1117.048,0.05,0.412
68.05,204.614,-30.701,-0.003,65.196,0.01,-3269.208,4.693,3269.211,179.918,57.515,0.009,28.61,-80.61,0.999,156.114,-4.207e-7,-0.01,-7.043e-7,612.886,130,2.105,0.021,37.755,28.454,3.1,0.053,1.394e6,0,-0.791,0.696,-0.862,0.301,0.274,0.12,6.464,-0.075,3.752e-4,0,0,0,0,-0.005,2.881e-4,3,7.069,7.075,-0.183,6.343,59.265,1005.949,1117.054,0.05,0.412
68.1,203.079,-30.71,-0.008,65.187,0.012,-3272.083,4.701,3272.086,179.918,57.5,0.009,28.61,-80.61,0.999,156.45,-4.239e-7,-0.01,-5.256e-7,612.886,130,2.105,0.021,37.824,28.454,3.123,0.054,1.401e6,0,-0.802,0.696,-0.866,0.301,0.274,0.12,6.37,0.125,-2.297e-4,0,0,0,0,-0.005,2.88e-4,3,7.069,7.259,-0.183,6,59.27,1006.004,1117.06,0.05,0.412
68.15,201.543,-30.729,-0.015,65.186,0.016,-3274.958,4.709,3274.961,179.918,57.489,0.006,28.61,-80.61,0.999,156.546,-4.182e-7,-0.009,-4.904e-6,612.886,130,2.105,0.021,37.844,28.454,3.13,0.054,1.399e6,0,-0.8,0.696,-0.867,0.301,0.274,0.12,6.343,0.181,-3.191e-4,0,0,0,0,-0.004,2.88e-4,3,7.069,7.432,-0.183,6.113,59.276,1006.058,1117.066,0.05,0.412
68.2,200.006,-30.76,-0.022,65.194,0.023,-3277.832,4.717,3277.835,179.918,57.481,0.003,28.61,-80.61,0.999,156.525,-4.256e-7,-0.008,-2.171e-6,612.886,130,2.105,0.021,37.84,28.454,3.129,0.053,1.393e6,0,-0.794,0.696,-0.867,0.301,0.274,0.12,6.349,0.167,4.904e-4,0,0,0,0,-0.003,2.88e-4,3,7.069,7.585,-0.183,6.408,59.281,1006.113,1117.072,0.05,0.412
68.25,198.467,-30.8,-0.027,65.209,0.027,-3280.706,4.725,3280.709,179.917,57.477,0.001,28.61,-80.61,0.999,156.548,-4.232e-7,-0.007,-4.118e-6,612.886,130,2.105,0.021,37.845,28.454,3.13,0.053,1.39e6,0,-0.791,0.696,-0.867,0.301,0.274,0.12,6.343,0.18,-2.874e-4,0,0,0,0,-0.002,2.881e-4,3,7.069,7.718,-0.183,6.561,59.287,1006.168,1117.078,0.05,0.413
68.3,196.926,-30.845,-0.03,65.23,0.03,-3283.58,4.733,3283.583,179.917,57.476,2.862e-4,28.61,-80.61,0.999,156.594,-4.198e-7,-0.006,-6.66e-6,612.886,130,2.105,0.021,37.854,28.454,3.133,0.053,1.39e6,0,-0.791,0.696,-0.868,0.301,0.274,0.12,6.33,0.207,-4.414e-4,0,0,0,0,-0.002,2.882e-4,3,7.069,7.831,-0.183,6.617,59.292,1006.223,1117.084,0.05,0.413
68.35,195.383,-30.896,-0.033,65.256,0.033,-3286.453,4.742,3286.457,179.917,57.478,0.002,28.61,-80.61,0.999,156.502,-4.176e-7,-0.005,-7.868e-6,612.886,130,2.105,0.021,37.835,28.454,3.127,0.053,1.385e6,0,-0.784,0.696,-0.867,0.301,0.274,0.12,6.355,0.152,1.439e-4,0,0,0,0,-0.001,2.882e-4,3,7.069,7.922,-0.183,6.903,59.298,1006.278,1117.09,0.05,0.413
68.4,193.836,-30.949,-0.033,65.285,0.033,-3289.327,4.75,3289.331,179.917,57.483,0.004,28.61,-80.61,0.999,156.52,-4.202e-7,-0.004,-5.811e-6,612.886,130,2.105,0.021,37.839,28.454,3.128,0.053,1.385e6,0,-0.785,0.696,-0.867,0.301,0.274,0.12,6.35,0.162,-3.452e-4,0,0,0,0,-6.572e-4,2.884e-4,3,7.069,7.994,-0.182,6.928,59.303,1006.333,1117.097,0.05,0.413
68.45,192.288,-31.003,-0.034,65.317,0.034,-3292.202,4.758,3292.205,179.917,57.49,0.005,28.61,-80.61,0.999,156.435,-4.199e-7,-0.003,-7.308e-6,612.886,130,2.105,0.021,37.821,28.454,3.122,0.053,1.382e6,0,-0.78,0.696,-0.866,0.301,0.274,0.12,6.374,0.112,3.681e-5,0,0,0,0,-3.823e-4,2.885e-4,3,7.069,8.05,-0.182,7.125,59.309,1006.389,1117.103,0.05,0.414
68.5,190.736,-31.06,-0.037,65.353,0.037,-3295.076,4.766,3295.08,179.917,57.501,0.008,28.61,-80.61,0.999,156.166,-4.191e-7,-0.003,-7.686e-6,612.886,130,2.105,0.021,37.765,28.454,3.104,0.053,1.372e6,0,-0.767,0.696,-0.863,0.301,0.274,0.12,6.449,-0.049,2.525e-5,0,0,0,0,-3.363e-4,2.886e-4,3,7.069,8.095,-0.182,7.661,59.315,1006.444,1117.109,0.05,0.414
68.55,189.182,-31.116,-0.034,65.391,0.035,-3297.952,4.774,3297.955,179.917,57.513,0.008,28.61,-80.61,0.999,156.292,-4.205e-7,-0.003,-5.797e-6,612.886,130,2.105,0.021,37.791,28.454,3.113,0.053,1.378e6,0,-0.774,0.696,-0.865,0.301,0.274,0.12,6.414,0.026,-4.187e-4,0,0,0,0,-3.504e-4,2.888e-4,3,7.069,8.142,-0.182,7.424,59.32,1006.5,1117.115,0.05,0.414
68.6,187.625,-31.168,-0.031,65.426,0.032,-3300.828,4.782,3300.831,179.917,57.525,0.007,28.61,-80.61,0.999,156.453,-4.227e-7,-0.002,-2.104e-6,612.886,130,2.105,0.021,37.825,28.454,3.124,0.053,1.385e6,0,-0.784,0.696,-0.866,0.301,0.274,0.12,6.369,0.121,5.209e-5,0,0,0,0,-2.344e-4,2.889e-4,3,7.069,8.185,-0.182,7.121,59.326,1006.555,1117.121,0.05,0.414
68.65,186.065,-31.214,-0.026,65.458,0.027,-3303.704,4.79,3303.708,179.917,57.536,0.006,28.61,-80.61,0.999,156.669,-4.206e-7,-9.53e-4,-8.066e-6,612.886,130,2.105,0.021,37.87,28.454,3.139,0.053,1.394e6,0,-0.797,0.696,-0.869,0.301,0.274,0.12,6.309,0.25,-3.801e-4,0,0,0,0,-4.681e-5,2.89e-4,3,7.069,8.214,-0.182,6.686,59.331,1006.611,1117.127,0.05,0.415
68.7,184.503,-31.257,-0.026,65.488,0.027,-3306.581,4.798,3306.585,179.917,57.547,0.007,28.61,-80.61,0.999,156.509,-4.205e-7,3.087e-4,-8.089e-6,612.886,130,2.105,0.021,37.836,28.454,3.128,0.053,1.39e6,0,-0.79,0.696,-0.867,0.301,0.274,0.12,6.353,0.155,-1.424e-4,0,0,0,0,4.944e-6,2.891e-4,3,7.069,8.219,-0.182,6.959,59.337,1006.666,1117.134,0.05,0.415
68.75,182.939,-31.297,-0.024,65.518,0.025,-3309.459,4.806,3309.463,179.917,57.56,0.008,28.61,-80.61,0.999,156.44,-4.202e-7,0.001,-6.32e-6,612.886,130,2.105,0.021,37.822,28.454,3.123,0.053,1.39e6,0,-0.789,0.696,-0.866,0.301,0.274,0.12,6.373,0.114,4.569e-4,0,0,0,0,6.922e-5,2.893e-4,3,7.069,8.205,-0.182,7.013,59.343,1006.722,1117.14,0.05,0.415
68.8,181.374,-31.331,-0.018,65.544,0.019,-3312.337,4.814,3312.341,179.917,57.571,0.006,28.61,-80.61,0.999,156.571,-4.209e-7,0.002,-9.918e-6,612.886,130,2.105,0.021,37.849,28.454,3.132,0.054,1.397e6,0,-0.799,0.696,-0.868,0.301,0.274,0.12,6.336,0.192,4.442e-4,0,0,0,0,2.305e-4,2.894e-4,3,7.069,8.176,-0.182,6.652,59.348,1006.778,1117.146,0.05,0.415
68.85,179.806,-31.358,-0.015,65.566,0.017,-3315.216,4.822,3315.22,179.917,57.581,0.006,28.61,-80.61,0.999,156.468,-4.203e-7,0.003,-1.073e-5,612.886,130,2.105,0.021,37.828,28.454,3.125,0.053,1.396e6,0,-0.797,0.696,-0.866,0.301,0.274,0.12,6.365,0.13,4.534e-4,0,0,0,0,5.027e-4,2.895e-4,3,7.069,8.128,-0.181,6.731,59.354,1006.834,1117.152,0.05,0.416
68.9,178.238,-31.377,-0.008,65.583,0.009,-3318.095,4.83,3318.099,179.917,57.59,0.004,28.61,-80.61,0.999,156.626,-4.214e-7,0.004,-1.363e-5,612.886,130,2.105,0.021,37.861,28.454,3.136,0.054,1.406e6,0,-0.81,0.696,-0.868,0.301,0.274,0.12,6.321,0.224,-1.311e-4,0,0,0,0,9.196e-4,2.895e-4,3,7.069,8.063,-0.181,6.257,59.359,1006.89,1117.158,0.05,0.416
68.95,176.669,-31.387,-0.004,65.593,0.005,-3320.975,4.838,3320.979,179.917,57.596,0.003,28.61,-80.61,0.999,156.525,-4.238e-7,0.005,-1.449e-5,612.886,130,2.105,0.021,37.84,28.454,3.129,0.054,1.406e6,0,-0.809,0.696,-0.867,0.301,0.274,0.12,6.349,0.163,-9.268e-5,0,0,0,0,0.002,2.896e-4,3,7.069,7.974,-0.181,6.274,59.365,1006.946,1117.165,0.05,0.416
69,175.099,-31.39,4.048e-4,65.598,0.002,-3323.855,4.846,3323.858,179.916,57.6,0.002,28.61,-80.61,0.999,156.392,-4.159e-7,0.006,-8.95e-6,612.886,130,2.105,0.021,37.812,28.454,3.119,0.054,1.405e6,0,-0.806,0.696,-0.866,0.301,0.274,0.12,6.386,0.083,-4.633e-5,0,0,0,0,0.002,2.896e-4,3,7.069,7.867,-0.181,6.328,59.371,1007.002,1117.171,0.05,0.416
69.05,173.53,-31.385,0.006,65.598,0.006,-3326.735,4.854,3326.739,179.916,57.603,0.001,28.61,-80.61,0.999,156.31,-4.158e-7,0.007,-1.005e-5,612.886,130,2.105,0.021,37.795,28.454,3.114,0.054,1.407e6,0,-0.807,0.696,-0.865,0.301,0.274,0.12,6.409,0.034,-2.819e-4,0,0,0,0,0.002,2.896e-4,3,7.069,7.75,-0.181,6.268,59.376,1007.058,1117.177,0.05,0.417
69.1,171.961,-31.375,0.007,65.595,0.007,-3329.615,4.862,3329.619,179.916,57.605,0.001,28.61,-80.61,0.999,155.981,-4.188e-7,0.006,-1.21e-5,612.886,130,2.105,0.021,37.727,28.454,3.091,0.054,1.398e6,0,-0.793,0.696,-0.861,0.301,0.274,0.12,6.501,-0.162,3.039e-5,0,0,0,0,0.002,2.896e-4,3,7.069,7.632,-0.18,6.712,59.382,1007.114,1117.183,0.05,0.417
69.15,170.393,-31.357,0.015,65.586,0.015,-3332.495,4.87,3332.499,179.916,57.605,0.002,28.61,-80.61,0.999,156.163,-4.163e-7,0.006,-1.072e-5,612.886,130,2.105,0.021,37.765,28.454,3.104,0.054,1.409e6,0,-0.807,0.696,-0.863,0.301,0.274,0.12,6.45,-0.053,3.374e-4,0,0,0,0,0.002,2.896e-4,3,7.069,7.527,-0.18,6.16,59.388,1007.17,1117.19,0.05,0.417
69.2,168.825,-31.331,0.017,65.571,0.017,-3335.376,4.878,3335.379,179.916,57.601,0.003,28.61,-80.61,0.999,156.071,-4.187e-7,0.005,-1.352e-5,612.886,130,2.105,0.021,37.746,28.454,3.097,0.054,1.408e6,0,-0.805,0.696,-0.862,0.301,0.274,0.12,6.476,-0.108,2.212e-4,0,0,0,0,0.001,2.895e-4,3,7.069,7.432,-0.18,6.194,59.393,1007.226,1117.196,0.05,0.418
69.25,167.26,-31.3,0.021,65.551,0.022,-3338.255,4.885,3338.259,179.916,57.595,0.005,28.61,-80.61,0.999,156.126,-4.22e-7,0.004,-1.384e-5,612.886,130,2.105,0.021,37.757,28.454,3.101,0.054,1.412e6,0,-0.811,0.696,-0.863,0.301,0.274,0.12,6.461,-0.075,-4.962e-4,0,0,0,0,9.953e-4,2.894e-4,3,7.069,7.347,-0.18,5.952,59.399,1007.282,1117.202,0.05,0.418
69.3,165.695,-31.268,0.019,65.529,0.02,-3341.135,4.893,3341.139,179.916,57.588,0.004,28.61,-80.61,0.999,155.869,-4.229e-7,0.003,-1.503e-5,612.886,130,2.105,0.021,37.704,28.454,3.083,0.054,1.403e6,0,-0.798,0.696,-0.86,0.301,0.274,0.12,6.533,-0.228,-2.461e-4,0,0,0,0,6.127e-4,2.893e-4,3,7.069,7.274,-0.179,6.375,59.405,1007.338,1117.208,0.05,0.418
69.35,164.133,-31.236,0.02,65.508,0.02,-3344.014,4.901,3344.018,179.916,57.581,0.005,28.61,-80.61,0.999,155.852,-4.21e-7,0.002,-1.1e-5,612.886,130,2.105,0.021,37.7,28.454,3.082,0.054,1.403e6,0,-0.798,0.696,-0.859,0.301,0.274,0.12,6.538,-0.239,2.641e-4,0,0,0,0,2.003e-4,2.892e-4,3,7.069,7.225,-0.179,6.353,59.41,1007.393,1117.214,0.05,0.419
69.4,162.572,-31.202,0.022,65.483,0.023,-3346.893,4.909,3346.897,179.916,57.571,0.007,28.61,-80.61,0.999,156.046,-4.197e-7,8.314e-4,-8.48e-6,612.886,130,2.105,0.021,37.74,28.454,3.096,0.054,1.41e6,0,-0.808,0.696,-0.862,0.301,0.274,0.12,6.483,-0.122,-1.873e-4,0,0,0,0,3.487e-5,2.891e-4,3,7.069,7.201,-0.179,5.956,59.416,1007.449,1117.221,0.05,0.419
69.45,161.013,-31.166,0.023,65.456,0.024,-3349.771,4.917,3349.775,179.916,57.56,0.008,28.61,-80.61,0.999,156.187,-4.208e-7,3.2e-4,-1.329e-5,612.886,130,2.105,0.021,37.77,28.454,3.105,0.054,1.415e6,0,-0.815,0.696,-0.863,0.301,0.274,0.12,6.444,-0.038,-2.214e-4,0,0,0,0,5.133e-6,2.89e-4,3,7.069,7.191,-0.179,5.698,59.421,1007.505,1117.227,0.05,0.419
